St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
63586,32,1,,"Front Seat, Left Side",True,False,Not Reported,Yes (Alcohol Involved),Not Reported,2021-09-06,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2018,California,ALAMEDA (1)
50387,33,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.299 % BAC,2021-09-06,Suzuki,Suzuki 750cc-over,2012,Arkansas,MILLER (91)
220457,30,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.242 % BAC,2021-09-06,GMC,GMC Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on),2002,Louisiana,CALDWELL (21)
131104,23,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Yamaha,Yamaha 750cc or greater,2018,Georgia,HENRY (151)
131101,29,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Chevrolet,Chevrolet Cruze,2015,Georgia,BURKE (33)
482677,32,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.120 % BAC,2021-09-06,Dodge,Dodge Ram Pickup,2015,Texas,LIMESTONE (293)
350259,42,1,,"Front Seat, Left Side",False,False,Not Reported,Reported as Unknown,Test Not Given,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2006,New Mexico,BERNALILLO (1)
371003,38,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.120 % BAC,2021-09-06,Ford,Ford Ranger,1999,North Carolina,COLUMBUS (47)
371003,32,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Ford,Ford Ranger,1999,North Carolina,COLUMBUS (47)
62459,28,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),Not Reported,2021-09-06,Chevrolet,Chevrolet Camaro,2014,California,LOS ANGELES (37)
391267,36,1,,"Front Seat, Left Side",False,True,Not Reported,Yes (Alcohol Involved),0.261 % BAC,2021-09-06,Victory,Victory 750cc or greater,2016,Ohio,SUMMIT (153)
180578,49,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,KIA,KIA Sorento,2012,Indiana,ST. JOSEPH (141)
40599,52,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2015,Arizona,PINAL (21)
290636,60,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2009,Missouri,CLAY (47)
390815,43,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.173 % BAC,2021-09-06,Ford,"Ford Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2013,Ohio,GREENE (57)
482679,14,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2002,Texas,HARRIS (201)
482639,33,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Hyundai,Hyundai Tucson,2017,Texas,MIDLAND (329)
371040,32,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Yamaha,Yamaha 750cc or greater,2020,North Carolina,IREDELL (97)
320171,21,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.159 % BAC,2021-09-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2007,Nevada,LYON (19)
100077,27,1,,"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),0.216 % BAC,2021-09-06,Toyota,Toyota Camry,2017,Delaware,NEW CASTLE (3)
100077,27,1,,"Front Seat, Right Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.113 % BAC,2021-09-06,Toyota,Toyota Camry,2017,Delaware,NEW CASTLE (3)
122333,67,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Toyota,Toyota Yaris,2019,Florida,MIAMI-DADE (86)
210484,77,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-09-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2006,Kentucky,MCCRACKEN (145)
451106,27,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,KIA,KIA Optima,2012,South Carolina,CHARLESTON (19)
50398,48,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Dodge,Dodge Caravan/Grand Caravan,2017,Arkansas,GARLAND (51)
122322,46,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Nissan/Datsun,Nissan/Datsun Titan (from 2004-06; see 481 for 2007 on),2006,Florida,ESCAMBIA (33)
482720,46,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Not Reported,Not Reported,2021-09-06,Ford,Ford Mustang/Mustang II,2016,Texas,RAINS (379)
370991,56,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,GMC,"GMC C, K, R, V-series pickup/     Sierra",2015,North Carolina,BUNCOMBE (21)
40600,19,1,,"Front Seat, Left Side",True,False,Yes (drugs involved),Not Reported,Not Reported,2021-09-06,Chevrolet,Chevrolet Fullsize Blazer/Tahoe,2006,Arizona,MARICOPA (13)
122306,44,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,KIA,KIA Sorento,2011,Florida,MARION (83)
122306,34,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,KIA,KIA Sorento,2011,Florida,MARION (83)
320263,27,1,,"Front Seat, Left Side",True,False,Yes (drugs involved),Yes (Alcohol Involved),0.220 % BAC,2021-09-06,Chevrolet,Chevrolet Fullsize Blazer/Tahoe,2002,Nevada,CLARK (3)
260659,34,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.270 % BAC,2021-09-06,Chrysler,Chrysler 200,2013,Michigan,MACOMB (99)
310115,20,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.066 % BAC,2021-09-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2005,Nebraska,CASS (25)
490189,85,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Toyota,Toyota Camry,2005,Utah,WASHINGTON (53)
490189,86,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.000 % BAC,2021-09-06,Toyota,Toyota Camry,2005,Utah,WASHINGTON (53)
260660,25,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,GMC,"GMC C, K, R, V-series pickup/     Sierra",2008,Michigan,GRAND TRAVERSE (55)
63728,34,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2008,California,ORANGE (59)
470839,58,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Nissan/Datsun,Nissan/Datsun Quest,2008,Tennessee,LOUDON (105)
200220,16,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,GMC,"GMC C, K, R, V-series pickup/     Sierra",2005,Kansas,NEMAHA (131)
122221,34,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-09-06,Infiniti,Infiniti Q45,2005,Florida,PALM BEACH (99)
220550,49,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Dodge,Dodge Ram Pickup,2018,Louisiana,ST. HELENA (91)
300109,19,2,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Chevrolet,Chevrolet Suburban (from 1950-2003;see 422 for 2004 on),2003,Montana,LEWIS AND CLARK (49)
300109,14,2,,"Second Seat, Right Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Chevrolet,Chevrolet Suburban (from 1950-2003;see 422 for 2004 on),2003,Montana,LEWIS AND CLARK (49)
160164,21,2,,"Front Seat, Left Side",True,True,Yes (drugs involved),Reported as Unknown,Test Not Given,2021-09-06,Chevrolet,Chevrolet Geo Metro/Metro,2001,Idaho,BONNEVILLE (19)
400691,50,2,,"Front Seat, Left Side",True,True,Yes (drugs involved),Reported as Unknown,0.000 % BAC,2021-09-06,Chevrolet,Chevrolet Camaro,2011,Oklahoma,MURRAY (99)
470998,79,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Nissan/Datsun,Nissan/Datsun Frontier (1998 on),2013,Tennessee,SUMNER (165)
280452,33,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,GMC,"GMC C, K, R, V-series pickup/     Sierra",2015,Mississippi,DE SOTO (33)
400447,90,1,,"Front Seat, Left Side",True,True,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-09-06,Ford,Ford F-Series pickup,2016,Oklahoma,PONTOTOC (123)
420670,81,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Hyundai,Hyundai Sonata,2015,Pennsylvania,FRANKLIN (55)
420670,82,2,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Hyundai,Hyundai Sonata,2015,Pennsylvania,FRANKLIN (55)
90189,34,2,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Reported as Unknown if Tested,2021-09-06,Toyota,Toyota Corolla,2006,Connecticut,HARTFORD (3)
90189,38,1,,"Front Seat, Right Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Toyota,Toyota Corolla,2006,Connecticut,HARTFORD (3)
122258,52,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Other Make,Other Make 125-349cc,2021,Florida,PALM BEACH (99)
170617,56,1,,"Front Seat, Left Side",False,True,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Honda,Honda 750 cc or greater,2015,Illinois,MCHENRY (111)
170793,74,1,,"Front Seat, Left Side",True,True,Not Reported,Reported as Unknown,Test Not Given,2021-09-06,Ford,"Ford Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2017,Illinois,SHELBY (173)
330066,56,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Honda,Honda 750 cc or greater,2005,New Hampshire,ROCKINGHAM (15)
131105,64,2,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.296 % BAC,2021-09-06,KIA,KIA Soul,2016,Georgia,HALL (139)
122250,80,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Ford,Ford Focus,2018,Florida,HENDRY (51)
340402,63,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Ford,Ford F-Series pickup,2017,New Jersey,MERCER (21)
340402,15,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Ford,Ford F-Series pickup,2017,New Jersey,MERCER (21)
482643,36,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Not Reported,2021-09-06,Suzuki,Suzuki 750cc-over,2005,Texas,DALLAS (113)
360988,27,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2021-09-06,Yamaha,Yamaha 750cc or greater,2008,New York,SUFFOLK (103)
300127,32,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Reported as Unknown,0.000 % BAC,2021-09-06,Chrysler,Chrysler Sebring,2004,Montana,FLATHEAD (29)
180581,25,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Toyota,Toyota Tacoma,2018,Indiana,MADISON (95)
260727,50,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Pontiac,Pontiac Grand Prix (FWD),2005,Michigan,ARENAC (11)
260727,13,1,,"Second Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-09-06,Pontiac,Pontiac Grand Prix (FWD),2005,Michigan,ARENAC (11)
370986,60,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2012,North Carolina,ASHE (9)
482702,37,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Not Reported,2021-09-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2000,Texas,DALLAS (113)
482702,34,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2000,Texas,DALLAS (113)
482702,30,2,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2000,Texas,DALLAS (113)
260722,58,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.190 % BAC,2021-09-06,Honda,Honda Unknown cc,1980,Michigan,WAYNE (163)
122321,17,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,1999,Florida,SARASOTA (115)
122321,15,1,,"Front Seat, Right Side",False,True,Not Reported,Not Reported,0.000 % BAC,2021-09-06,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,1999,Florida,SARASOTA (115)
482627,19,1,,"Front Seat, Left Side",True,False,Not Reported,Yes (Alcohol Involved),Not Reported,2021-09-06,Mazda,Mazda Mazda3,2012,Texas,HARRIS (201)
482627,35,1,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Mazda,Mazda Mazda3,2012,Texas,HARRIS (201)
482627,70,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-09-06,Mazda,Mazda Mazda3,2012,Texas,HARRIS (201)
371095,55,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2006,North Carolina,WAKE (183)
220489,44,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Peterbilt,Peterbilt Medium/Heavy - CBE,2006,Louisiana,DE SOTO (31)
220489,45,1,,"Front Seat, Right Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Peterbilt,Peterbilt Medium/Heavy - CBE,2006,Louisiana,DE SOTO (31)
220476,43,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Other Make,Other Make 350cc or greater (ATV),2011,Louisiana,DE SOTO (31)
470876,34,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Ford,Ford F-Series pickup,2004,Tennessee,SULLIVAN (163)
10893,66,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Honda,Honda Pilot,2017,Alabama,HOUSTON (69)
10893,89,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Honda,Honda Pilot,2017,Alabama,HOUSTON (69)
122300,32,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2010,Florida,POLK (105)
122300,30,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2010,Florida,POLK (105)
122300,29,1,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2010,Florida,POLK (105)
420727,39,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.175 % BAC,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2006,Pennsylvania,INDIANA (63)
420727,35,2,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2006,Pennsylvania,INDIANA (63)
160184,50,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2011,Idaho,BONNER (17)
90153,45,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Honda,Honda CR-V,2005,Connecticut,FAIRFIELD (1)
90153,11,1,,"Second Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Honda,Honda CR-V,2005,Connecticut,FAIRFIELD (1)
420726,26,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,"AC Test Performed, Results Unknown",2021-09-06,Honda,Honda 750 cc or greater,2008,Pennsylvania,MONROE (89)
482669,27,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Dodge,Dodge Charger,2018,Texas,MONTGOMERY (339)
482669,26,2,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Dodge,Dodge Charger,2018,Texas,MONTGOMERY (339)
410336,38,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Freightliner,Freightliner Medium/Heavy - CBE,2013,Oregon,BAKER (1)
410336,61,1,,Not Reported,True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Freightliner,Freightliner Medium/Heavy - CBE,2013,Oregon,BAKER (1)
50415,34,1,,"Front Seat, Left Side",False,False,Yes (drugs involved),Yes (Alcohol Involved),0.194 % BAC,2021-09-06,Other Make,Other Make Unknown cc (ATV),2021,Arkansas,INDEPENDENCE (63)
50415,33,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Other Make,Other Make Unknown cc (ATV),2021,Arkansas,INDEPENDENCE (63)
50415,5,2,,"Second Seat, Right Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Other Make,Other Make Unknown cc (ATV),2021,Arkansas,INDEPENDENCE (63)
50415,12,2,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Other Make,Other Make Unknown cc (ATV),2021,Arkansas,INDEPENDENCE (63)
50440,31,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Positive Reading with No Actual Value,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2014,Arkansas,SALINE (125)
400371,58,1,,"Front Seat, Left Side",False,True,Not Reported,Yes (Alcohol Involved),0.120 % BAC,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2003,Oklahoma,LE FLORE (79)
400371,55,2,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2003,Oklahoma,LE FLORE (79)
122318,35,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-09-06,Toyota,Toyota Camry,2002,Florida,PALM BEACH (99)
280450,28,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Nissan/Datsun,Nissan/Datsun Altima,2003,Mississippi,LINCOLN (85)
280450,999,1,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Nissan/Datsun,Nissan/Datsun Altima,2003,Mississippi,LINCOLN (85)
280450,999,1,,"Second Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2021-09-06,Nissan/Datsun,Nissan/Datsun Altima,2003,Mississippi,LINCOLN (85)
240335,35,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.170 % BAC,2021-09-06,Suzuki,Suzuki 450-749cc,2008,Maryland,BALTIMORE (5)
390814,31,1,,"Front Seat, Left Side",False,False,Not Reported,Yes (Alcohol Involved),0.114 % BAC,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2013,Ohio,HURON (77)
390814,32,2,,"Second Seat, Left Side",False,True,Not Reported,Not Reported,0.160 % BAC,2021-09-06,Harley-Davidson,Harley-Davidson 750cc or greater,2013,Ohio,HURON (77)
410291,55,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Toyota,Toyota 4-Runner,2018,Oregon,MULTNOMAH (51)
410290,46,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Ford,Ford Expedition,2003,Oregon,MARION (47)
410290,38,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Ford,Ford Expedition,2003,Oregon,MARION (47)
410290,5,2,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Ford,Ford Expedition,2003,Oregon,MARION (47)
482651,52,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2021-09-06,Nissan/Datsun,Nissan/Datsun Frontier (1998 on),2016,Texas,GALVESTON (167)
50403,39,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-09-06,Audi,Audi Q5,2009,Arkansas,BENTON (7)
290615,54,1,,"Front Seat, Left Side",False,True,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Yamaha,Yamaha 750cc or greater,2013,Missouri,ST. FRANCOIS (187)
62869,33,1,,"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),0.153 % BAC,2021-09-06,Toyota,Toyota Corolla,2010,California,ALAMEDA (1)
482695,31,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.234 % BAC,2021-09-06,Ford,Ford F-Series pickup,2012,Texas,JACK (237)
210485,52,1,,"Front Seat, Left Side",True,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-09-06,Ford,Ford Escape,2008,Kentucky,FAYETTE (67)
260680,32,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Ford,Ford Explorer (For 2019 on.  For model years 1990-2018 see 12-401.),2021,Michigan,WAYNE (163)
40725,41,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Test Not Given,2021-09-06,Yamaha,Yamaha 350cc or greater (ATV),2007,Arizona,LA PAZ (12)
62383,17,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2021-09-06,Mercedes-Benz,Mercedes-Benz E Class (97 on),2007,California,LOS ANGELES (37)
62383,18,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Mercedes-Benz,Mercedes-Benz E Class (97 on),2007,California,LOS ANGELES (37)
123249,41,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Lincoln,Lincoln Zephyr/MKZ,2014,Florida,POLK (105)
123249,0,1,,"Second Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-09-06,Lincoln,Lincoln Zephyr/MKZ,2014,Florida,POLK (105)
123249,0,2,,"Second Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Lincoln,Lincoln Zephyr/MKZ,2014,Florida,POLK (105)
123249,14,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-09-06,Lincoln,Lincoln Zephyr/MKZ,2014,Florida,POLK (105)
122259,73,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-09-06,Toyota,Toyota Camry,2017,Florida,PALM BEACH (99)
