St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
391013,38,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,0.000 % BAC,2020-12-06,Infiniti,Infiniti G25/G35/G37,2003,Ohio,CLERMONT (25)
210687,39,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Suzuki,Suzuki SX4/SX4 Crossover,2009,Kentucky,LEWIS (135)
90213,28,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.206 % BAC,2020-12-06,Nissan/Datsun,Nissan/Datsun 810/Maxima,2002,Connecticut,FAIRFIELD (1)
371241,18,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Yes (Alcohol Involved),0.100 % BAC,2020-12-06,Toyota,Toyota 4-Runner,2000,North Carolina,MECKLENBURG (119)
471054,999,9,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2020-12-06,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Tennessee,SHELBY (157)
40807,42,2,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),Reported as Unknown if Tested,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2020,Arizona,NAVAJO (17)
280614,36,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Commander,2006,Mississippi,PONTOTOC (115)
80528,30,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.226 % BAC,2020-12-06,GMC,GMC S15/T15/Sonoma,2001,Colorado,BACA (9)
63380,18,1,,"Front Seat, Left Side",True,False,Reported as Unknown,Yes (Alcohol Involved),0.000 % BAC,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,California,SANTA CLARA (85)
63380,16,1,,Not Reported,True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,California,SANTA CLARA (85)
63380,16,2,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,California,SANTA CLARA (85)
63380,15,2,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Not Reported,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,California,SANTA CLARA (85)
122811,27,2,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-12-06,Nissan/Datsun,Nissan/Datsun Altima,2011,Florida,PALM BEACH (99)
122811,26,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Nissan/Datsun,Nissan/Datsun Altima,2011,Florida,PALM BEACH (99)
122811,23,1,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Nissan/Datsun,Nissan/Datsun Altima,2011,Florida,PALM BEACH (99)
50584,35,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.258 % BAC,2020-12-06,Audi,Audi A6,2007,Arkansas,PULASKI (119)
50584,32,1,,"Front Seat, Right Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.190 % BAC,2020-12-06,Audi,Audi A6,2007,Arkansas,PULASKI (119)
130718,21,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.145 % BAC,2020-12-06,Nissan/Datsun,Nissan/Datsun Altima,2013,Georgia,GILMER (123)
483302,23,1,,"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),0.067 % BAC,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2017,Texas,GRIMES (185)
483302,21,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2017,Texas,GRIMES (185)
483302,21,1,,"Second Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2017,Texas,GRIMES (185)
483302,24,1,,"Second Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2017,Texas,GRIMES (185)
483569,35,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.239 % BAC,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2015,Texas,HARRIS (201)
122809,27,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.230 % BAC,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2017,Florida,HILLSBOROUGH (57)
170580,49,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2020-12-06,Honda,Honda CR-V,2009,Illinois,COOK (31)
240527,50,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Nissan/Datsun,Nissan/Datsun Pathfinder,2020,Maryland,BALTIMORE (5)
90269,69,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.117 % BAC,2020-12-06,Chrysler,Chrysler 300M/300/300C/300S,2019,Connecticut,HARTFORD (3)
131292,57,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,2019,Georgia,SEMINOLE (253)
483615,27,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Dodge,Dodge Ram Pickup,2005,Texas,HIDALGO (215)
483623,39,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Mazda,Mazda 626,2002,Texas,ELLIS (139)
483623,21,1,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Mazda,Mazda 626,2002,Texas,ELLIS (139)
483623,58,1,,"Front Seat, Right Side",False,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Mazda,Mazda 626,2002,Texas,ELLIS (139)
471085,32,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Nissan/Datsun,Nissan/Datsun 810/Maxima,1997,Tennessee,MACON (111)
471085,8,2,,"Second Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Nissan/Datsun,Nissan/Datsun 810/Maxima,1997,Tennessee,MACON (111)
471085,1,1,,"Second Seat, Right Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Nissan/Datsun,Nissan/Datsun 810/Maxima,1997,Tennessee,MACON (111)
170583,63,1,,"Front Seat, Left Side",False,True,Not Reported,Reported as Unknown,0.000 % BAC,2020-12-06,Ford,Ford Escape,2003,Illinois,EFFINGHAM (49)
10786,62,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Yes (Alcohol Involved),0.274 % BAC,2020-12-06,Harley-Davidson,Harley-Davidson 750cc or greater,2012,Alabama,MONTGOMERY (101)
62214,35,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.060 % BAC,2020-12-06,Ford,Ford F-Series pickup,1999,California,SISKIYOU (93)
450874,31,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.040 % BAC,2020-12-06,Chevrolet,"Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",2008,South Carolina,GREENVILLE (45)
220661,45,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.200 % BAC,2020-12-06,Dodge,Dodge Ram Pickup,1997,Louisiana,LIVINGSTON (63)
220661,57,1,,"Front Seat, Right Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Dodge,Dodge Ram Pickup,1997,Louisiana,LIVINGSTON (63)
280615,80,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Honda,"Honda Civic/CRX, del Sol",2013,Mississippi,PEARL RIVER (109)
371180,63,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-12-06,Honda,Honda CR-V,2004,North Carolina,BLADEN (17)
63577,37,1,,"Front Seat, Left Side",False,False,Reported as Unknown,Reported as Unknown,Test Not Given,2020-12-06,Ford,Ford F-Series pickup,1999,California,SANTA CLARA (85)
123223,29,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-12-06,Suzuki,Suzuki 450-749cc,2014,Florida,SUMTER (119)
40808,55,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Not Reported,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2008,Arizona,PINAL (21)
483336,98,2,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2003,Texas,CASS (67)
63381,71,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2020-12-06,Toyota,Toyota Pickup,1988,California,LOS ANGELES (37)
360962,52,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Chevrolet,Chevrolet S-10/T-10 Pickup,2000,New York,DUTCHESS (27)
483359,69,2,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Toyota,Toyota RAV4 *,2015,Texas,SMITH (423)
290859,75,2,,"Front Seat, Left Side",True,True,Not Reported,Reported as Unknown,Test Not Given,2020-12-06,Toyota,Toyota Corolla,2003,Missouri,MARION (127)
483551,33,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Dodge,Dodge Durango (2004 on; see 402 for 1998-2003 models),2013,Texas,HARRIS (201)
122795,34,2,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.012 % BAC,2020-12-06,KIA,KIA Telluride,2020,Florida,DUVAL (31)
63424,51,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-12-06,Ducati,Ducati 750cc or greater,2018,California,LOS ANGELES (37)
483212,17,1,,"Front Seat, Left Side",True,False,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2009,Texas,HIDALGO (215)
483212,29,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2009,Texas,HIDALGO (215)
483212,8,1,,"Second Seat, Middle",True,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2009,Texas,HIDALGO (215)
483212,3,2,,"Second Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2009,Texas,HIDALGO (215)
483212,1,2,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2009,Texas,HIDALGO (215)
391026,48,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,GMC,"GMC C, K, R, V-series pickup/     Sierra",2015,Ohio,LUCAS (95)
50611,32,1,,"Front Seat, Left Side",False,False,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Honda,Honda 350cc or greater (ATV),2011,Arkansas,CONWAY (29)
50611,50,2,,Other Passenger in unenclosed passenger or cargo area,False,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Honda,Honda 350cc or greater (ATV),2011,Arkansas,CONWAY (29)
50611,32,2,,Other Passenger in unenclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Honda,Honda 350cc or greater (ATV),2011,Arkansas,CONWAY (29)
40809,29,2,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2012,Arizona,YAVAPAI (25)
40809,14,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2012,Arizona,YAVAPAI (25)
40809,50,2,,"Second Seat, Right Side",False,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2012,Arizona,YAVAPAI (25)
40809,3,1,,"Second Seat, Left Side",True,False,Reported as Unknown,Not Reported,Test Not Given,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2012,Arizona,YAVAPAI (25)
123171,25,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2014,Florida,LEON (73)
471068,54,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Freightliner,Freightliner Medium/Heavy - CBE,2018,Tennessee,HICKMAN (81)
471068,51,2,,"Front Seat, Right Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Freightliner,Freightliner Medium/Heavy - CBE,2018,Tennessee,HICKMAN (81)
190302,17,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Dodge,Dodge Ram Pickup,1998,Iowa,WARREN (181)
190302,16,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Dodge,Dodge Ram Pickup,1998,Iowa,WARREN (181)
320266,27,2,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-12-06,Saturn,Saturn Vue,2003,Nevada,NYE (23)
320266,3,1,,"Second Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Saturn,Saturn Vue,2003,Nevada,NYE (23)
320266,1,2,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Saturn,Saturn Vue,2003,Nevada,NYE (23)
80548,50,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Harley-Davidson,Harley-Davidson 750cc or greater,2007,Colorado,JEFFERSON (59)
62667,33,2,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2020-12-06,Honda,Honda 450-749 cc,2009,California,SAN DIEGO (73)
122862,40,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-12-06,GMC,GMC Terrain,2013,Florida,ORANGE (95)
122862,18,1,,"Front Seat, Middle",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,GMC,GMC Terrain,2013,Florida,ORANGE (95)
430209,29,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2020-12-06,KIA,KIA Forte,2016,Puerto Rico,
63455,63,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Harley-Davidson,Harley-Davidson 750cc or greater,2002,California,SAN BERNARDINO (71)
10816,19,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Pontiac,Pontiac Firebird/Trans AM,1985,Alabama,CALHOUN (15)
122897,30,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-12-06,Honda,Honda 450-749 cc,2005,Florida,BROWARD (11)
371286,53,1,,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.290 % BAC,2020-12-06,GMC,"GMC C, K, R, V-series pickup/     Sierra",2005,North Carolina,ROBESON (155)
80529,68,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Ford,Ford Ranger,1999,Colorado,ADAMS (1)
450873,37,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2013,South Carolina,HORRY (51)
190313,45,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Not Reported,Test Not Given,2020-12-06,Mercury,Mercury Mystique,1999,Iowa,WAPELLO (179)
63383,59,1,,"Front Seat, Left Side",False,False,Yes (drugs involved),Not Reported,Test Not Given,2020-12-06,Ford,Ford F-Series pickup,2019,California,ORANGE (59)
63383,56,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Ford,Ford F-Series pickup,2019,California,ORANGE (59)
450876,37,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.208 % BAC,2020-12-06,Harley-Davidson,Harley-Davidson 750cc or greater,2013,South Carolina,YORK (91)
130725,48,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Dodge,"Dodge Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2010,Georgia,GWINNETT (135)
210660,22,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Honda,"Honda Civic/CRX, del Sol",1997,Kentucky,OLDHAM (185)
260869,66,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2014,Michigan,EATON (45)
290928,59,2,,"Front Seat, Left Side",True,True,Not Reported,Reported as Unknown,0.228 % BAC,2020-12-06,Ford,Ford Explorer (For 2019 on.  For model years 1990-2018 see 12-401.),2019,Missouri,ST. CHARLES (183)
430210,37,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2020-12-06,Toyota,Toyota Corolla,2011,Puerto Rico,
471051,61,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Ford,Ford Fusion,2007,Tennessee,SUMNER (165)
131250,80,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2016,Georgia,COBB (67)
131250,998,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,Chevrolet Malibu/Malibu Maxx,2016,Georgia,COBB (67)
130730,35,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Chrysler,Chrysler 300M/300/300C/300S,2014,Georgia,JASPER (159)
340547,26,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2006,New Jersey,ATLANTIC (1)
450875,45,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2007,South Carolina,HORRY (51)
483245,23,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2020-12-06,Ford,Ford Focus,2015,Texas,SMITH (423)
130766,37,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.363 % BAC,2020-12-06,Suzuki,Suzuki 350cc or greater (ATV),2020,Georgia,GORDON (129)
130766,57,2,,"Second Seat, Left Side",False,False,No (drugs not involved),Not Reported,Test Not Given,2020-12-06,Suzuki,Suzuki 350cc or greater (ATV),2020,Georgia,GORDON (129)
62777,30,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.180 % BAC,2020-12-06,Kawasaki,Kawasaki 450-749cc,2006,California,MONTEREY (53)
122823,33,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Yes (Alcohol Involved),0.180 % BAC,2020-12-06,Chevrolet,"Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",2007,Florida,SARASOTA (115)
260864,18,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-12-06,Subaru,Subaru Impreza,2004,Michigan,CHARLEVOIX (29)
260864,18,2,,"Front Seat, Right Side",False,True,Not Reported,Not Reported,0.000 % BAC,2020-12-06,Subaru,Subaru Impreza,2004,Michigan,CHARLEVOIX (29)
483192,53,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,GMC,GMC Acadia (2007-2012 only.  For 2013 on see model 423.),2011,Texas,HARRIS (201)
122909,66,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.160 % BAC,2020-12-06,Chevrolet,Chevrolet Colorado,2011,Florida,PUTNAM (107)
483215,21,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2009,Texas,WALKER (471)
483215,19,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2009,Texas,WALKER (471)
122853,41,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Yes (Alcohol Involved),0.300 % BAC,2020-12-06,Nissan/Datsun,Nissan/Datsun Nissan/Datsun Pickup (1955-1997),1997,Florida,DUVAL (31)
270347,28,2,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.251 % BAC,2020-12-06,Chevrolet,Chevrolet Suburban (from 2004 on; see 431 for 1950-2003),2004,Minnesota,WRIGHT (171)
270347,8,2,,Reported as Unknown,True,False,Not Reported,Not Reported,Test Not Given,2020-12-06,Chevrolet,Chevrolet Suburban (from 2004 on; see 431 for 1950-2003),2004,Minnesota,WRIGHT (171)
220652,50,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.160 % BAC,2020-12-06,KIA,KIA Forte,2018,Louisiana,ST. BERNARD (87)
63384,20,1,,"Front Seat, Left Side",True,False,Yes (drugs involved),Yes (Alcohol Involved),0.222 % BAC,2020-12-07,Jaguar,Jaguar S-Type,2005,California,RIVERSIDE (65)
