St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
470125,22,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Kawasaki,Kawasaki 125-349cc,2014,Tennessee,RHEA (143)
290087,49,1,,"Front Seat, Left Side",True,False,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Ford,Ford F-Series pickup,2014,Missouri,CASS (37)
123296,59,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.109 % BAC,2020-02-25,Ford,Ford F-Series pickup,2006,Florida,BAY (5)
480167,48,2,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2020-02-25,KIA,KIA Sportage,2011,Texas,MATAGORDA (321)
360121,50,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Not Reported,2020-02-25,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,2019,New York,WYOMING (121)
240038,16,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,Maryland,HOWARD (27)
240038,16,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,Maryland,HOWARD (27)
220061,69,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Nissan/Datsun,Nissan/Datsun Frontier (1998 on),2016,Louisiana,VERNON (115)
480425,25,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Nissan/Datsun,Nissan/Datsun Titan (from 2007 on; see 473 for 2004-06),2011,Texas,NEWTON (351)
40069,24,1,,"Front Seat, Left Side",False,False,No (drugs not involved),Yes (Alcohol Involved),Test Not Given,2020-02-25,Ford,Ford F-Series pickup,1999,Arizona,NAVAJO (17)
490045,18,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Mitsubishi,Mitsubishi Mirage (For 1985-2002.  For 2014 on use model 048.),2001,Utah,SALT LAKE (35)
490045,34,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.000 % BAC,2020-02-25,Mitsubishi,Mitsubishi Mirage (For 1985-2002.  For 2014 on use model 048.),2001,Utah,SALT LAKE (35)
170040,28,1,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2020-02-25,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2003,Illinois,COOK (31)
170040,22,2,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Not Reported,2020-02-25,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2003,Illinois,COOK (31)
250016,73,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Chevrolet,Chevrolet Cruze,2012,Massachusetts,MIDDLESEX (17)
370132,67,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Kenworth,Kenworth Medium/Heavy - CBE,2010,North Carolina,DAVIDSON (57)
60196,48,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Honda,"Honda Civic/CRX, del Sol",2014,California,RIVERSIDE (65)
120367,32,2,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.000 % BAC,2020-02-25,Toyota,Toyota Venza,2010,Florida,LEVY (75)
120367,22,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Toyota,Toyota Venza,2010,Florida,LEVY (75)
480156,63,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Ford,Ford F-Series pickup,1998,Texas,WISE (497)
480156,59,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Ford,Ford F-Series pickup,1998,Texas,WISE (497)
60449,53,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.150 % BAC,2020-02-25,Mercedes-Benz,Mercedes-Benz M/ML Class,2001,California,KERN (29)
60449,33,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.050 % BAC,2020-02-25,Mercedes-Benz,Mercedes-Benz M/ML Class,2001,California,KERN (29)
120653,46,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Ford,Ford F-Series pickup,2009,Florida,BROWARD (11)
120653,36,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Ford,Ford F-Series pickup,2009,Florida,BROWARD (11)
360125,73,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2020-02-25,Nissan/Datsun,Nissan/Datsun Sentra,2008,New York,CHEMUNG (15)
480460,37,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Ford,Ford Mustang/Mustang II,2016,Texas,REEVES (389)
480460,28,1,,"Front Seat, Right Side",False,True,Not Reported,Not Reported,Test Not Given,2020-02-25,Ford,Ford Mustang/Mustang II,2016,Texas,REEVES (389)
120390,24,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-02-25,Chevrolet,Chevrolet SS (For 2014 on.  For Impala/Caprice SS use model 20-002.),2015,Florida,POLK (105)
290088,28,1,,"Front Seat, Left Side",True,True,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Buick / Opel,"Buick / Opel LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",1997,Missouri,ATCHISON (5)
120548,73,2,,"Front Seat, Left Side",False,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,KIA,KIA Sorento,2012,Florida,LEVY (75)
120548,4,2,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,KIA,KIA Sorento,2012,Florida,LEVY (75)
470123,72,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Lexus,Lexus RX330/350/400h/450h,2008,Tennessee,HAMILTON (65)
280079,19,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Ford,Ford Expedition,1998,Mississippi,SUNFLOWER (133)
60862,26,1,,"Front Seat, Left Side",False,False,No (drugs not involved),Yes (Alcohol Involved),0.093 % BAC,2020-02-25,Acura,Acura TLX,2015,California,SANTA CRUZ (87)
60862,22,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Acura,Acura TLX,2015,California,SANTA CRUZ (87)
470121,19,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Dodge,Dodge Charger,2010,Tennessee,SHELBY (157)
470121,20,1,,"Front Seat, Right Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Dodge,Dodge Charger,2010,Tennessee,SHELBY (157)
120626,21,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2019,Florida,MIAMI-DADE (86)
120626,20,1,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2019,Florida,MIAMI-DADE (86)
120626,25,1,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2019,Florida,MIAMI-DADE (86)
120626,21,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2019,Florida,MIAMI-DADE (86)
60863,70,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.109 % BAC,2020-02-25,Honda,Honda CR-V,2001,California,LOS ANGELES (37)
120429,25,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-25,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2010,Florida,ST. LUCIE (111)
180075,38,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-25,Chevrolet,"Chevrolet S-10 Blazer/TrailBlazer (2002 only; for 2003 on, see 403)",1998,Indiana,PORTER (127)
400076,999,9,,"Front Seat, Left Side",False,False,Reported as Unknown,Reported as Unknown,Test Not Given,2020-02-25,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Oklahoma,OKLAHOMA (109)
480563,63,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-25,Nissan/Datsun,Nissan/Datsun Titan (from 2007 on; see 473 for 2004-06),2007,Texas,ORANGE (361)
480806,39,1,,"Front Seat, Left Side",False,False,Not Reported,Yes (Alcohol Involved),0.243 % BAC,2020-02-25,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2008,Texas,WALLER (473)
120809,999,9,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Florida,BROWARD (11)
60408,23,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.237 % BAC,2020-02-26,Mazda,Mazda Mazda6,2015,California,LOS ANGELES (37)
120550,42,1,,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.370 % BAC,2020-02-26,Nissan/Datsun,Nissan/Datsun Altima,2009,Florida,BROWARD (11)
120752,60,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.183 % BAC,2020-02-26,Harley-Davidson,Harley-Davidson 750cc or greater,2019,Florida,VOLUSIA (127)
40063,24,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Test Not Given,2020-02-26,Nissan/Datsun,"Nissan/Datsun Rogue (For 2019 on.  For model years 2008-2018, see 35-051.)",2020,Arizona,MARICOPA (13)
360133,60,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2020-02-26,Peterbilt,Peterbilt Medium/Heavy - CBE,2019,New York,ORANGE (71)
200040,26,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Dodge,Dodge Durango (2004 on; see 402 for 1998-2003 models),2005,Kansas,BOURBON (11)
130234,76,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1993,Georgia,POLK (233)
63165,49,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2020-02-26,Honda,"Honda Civic/CRX, del Sol",2001,California,FRESNO (19)
60848,58,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Toyota,Toyota Tacoma,2018,California,LOS ANGELES (37)
480564,49,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2020-02-26,Nissan/Datsun,Nissan/Datsun Titan (from 2007 on; see 473 for 2004-06),2008,Texas,BEXAR (29)
170041,55,2,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2005,Illinois,LASALLE (99)
360132,40,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Not Reported,2020-02-26,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2006,New York,MONROE (55)
470129,71,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Commander,2010,Tennessee,CUMBERLAND (35)
470129,11,2,,"Second Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Commander,2010,Tennessee,CUMBERLAND (35)
470129,14,1,,"Second Seat, Unknown",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Commander,2010,Tennessee,CUMBERLAND (35)
480574,42,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Ford,Ford F-Series pickup,2004,Texas,BEXAR (29)
120816,35,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-02-26,Ford,Ford F-Series pickup,2004,Florida,BREVARD (9)
170061,34,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-02-26,Chevrolet,Chevrolet G-series van,2003,Illinois,TAZEWELL (179)
170061,22,1,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Chevrolet,Chevrolet G-series van,2003,Illinois,TAZEWELL (179)
170061,33,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Chevrolet,Chevrolet G-series van,2003,Illinois,TAZEWELL (179)
180079,17,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Nissan/Datsun,Nissan/Datsun Altima,2011,Indiana,TIPPECANOE (157)
180079,16,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.000 % BAC,2020-02-26,Nissan/Datsun,Nissan/Datsun Altima,2011,Indiana,TIPPECANOE (157)
180079,16,1,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Nissan/Datsun,Nissan/Datsun Altima,2011,Indiana,TIPPECANOE (157)
120430,70,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-02-26,Toyota,Toyota FJ Cruiser,2007,Florida,MIAMI-DADE (86)
280080,18,1,,"Front Seat, Left Side",True,False,Yes (drugs involved),Yes (Alcohol Involved),0.000 % BAC,2020-02-26,Dodge,Dodge Charger,2019,Mississippi,PIKE (113)
280080,19,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.014 % BAC,2020-02-26,Dodge,Dodge Charger,2019,Mississippi,PIKE (113)
280080,19,1,,"Second Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Dodge,Dodge Charger,2019,Mississippi,PIKE (113)
220193,34,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Nissan/Datsun,Nissan/Datsun Altima,2008,Louisiana,RICHLAND (83)
120386,88,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-02-26,Toyota,Toyota Corolla,2005,Florida,PINELLAS (103)
120331,83,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2020-02-26,Ford,Ford Taurus/Taurus X,2002,Florida,LEON (73)
360120,61,2,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Not Reported,2020-02-26,Dodge,Dodge Caravan/Grand Caravan,2007,New York,CATTARAUGUS (9)
370126,37,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Kenworth,Kenworth Medium/Heavy - CBE,2019,North Carolina,CRAVEN (49)
370126,39,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Kenworth,Kenworth Medium/Heavy - CBE,2019,North Carolina,CRAVEN (49)
260085,42,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Chrysler,Chrysler Town and Country,2006,Michigan,IONIA (67)
480009,37,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Volkswagen,Volkswagen Routan,2012,Texas,HARRIS (201)
480009,6,1,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Volkswagen,Volkswagen Routan,2012,Texas,HARRIS (201)
480009,10,2,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Volkswagen,Volkswagen Routan,2012,Texas,HARRIS (201)
120484,67,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-02-26,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2014,Florida,POLK (105)
10098,65,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-02-26,Ford,"Ford Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2008,Alabama,CHEROKEE (19)
480396,77,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2020-02-26,Nissan/Datsun,Nissan/Datsun 810/Maxima,2009,Texas,RANDALL (381)
120369,41,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Ford,Ford F-Series pickup,2017,Florida,DUVAL (31)
130233,42,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Subaru,Subaru Outback (2003 on)(see 034 for prior to 2003),2011,Georgia,UNION (291)
90086,69,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.000 % BAC,2020-02-26,Infiniti,Infiniti M35/M37/M45/M56,2011,Connecticut,FAIRFIELD (1)
420843,82,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Ford,Ford Ranger,1993,Pennsylvania,NORTHAMPTON (95)
420843,82,2,,"Front Seat, Right Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Ford,Ford Ranger,1993,Pennsylvania,NORTHAMPTON (95)
290091,37,1,,"Front Seat, Left Side",True,True,Not Reported,Reported as Unknown,0.156 % BAC,2020-02-26,Nissan/Datsun,"Nissan/Datsun Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.)",2003,Missouri,ST. LOUIS (CITY) (510)
330012,44,1,,"Front Seat, Left Side",False,False,Not Reported,Yes (Alcohol Involved),0.029 % BAC,2020-02-26,Ford,"Ford Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2015,New Hampshire,MERRIMACK (13)
370173,75,2,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,"AC Test Performed, Results Unknown",2020-02-26,Pontiac,Pontiac Sunbird (1985-1994)/J-2000/Sunfire (1995 on),2003,North Carolina,NEW HANOVER (129)
50032,63,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-02-26,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",1999,Arkansas,HOT SPRING (59)
120811,78,2,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-02-26,KIA,KIA Forte,2018,Florida,HILLSBOROUGH (57)
420036,93,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Ford,Ford Ranger,2008,Pennsylvania,JEFFERSON (65)
280081,50,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,GMC,"GMC C, K, R, V-series pickup/     Sierra",2005,Mississippi,PANOLA (107)
40169,28,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Dodge,Dodge Charger,2014,Arizona,MARICOPA (13)
210068,62,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Chevrolet,Chevrolet HHR,2011,Kentucky,BOURBON (17)
220300,48,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Test Not Given,2020-02-26,Nissan/Datsun,Nissan/Datsun Titan (from 2007 on; see 473 for 2004-06),2017,Louisiana,JEFFERSON (51)
50107,18,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Test Not Given,2020-02-26,Pontiac,Pontiac Solstice,2006,Arkansas,POINSETT (111)
210066,21,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.048 % BAC,2020-02-26,Chevrolet,Chevrolet Cobalt,2008,Kentucky,FAYETTE (67)
210066,21,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2020-02-26,Chevrolet,Chevrolet Cobalt,2008,Kentucky,FAYETTE (67)
80063,72,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Honda,"Honda Civic/CRX, del Sol",2004,Colorado,PUEBLO (101)
80063,15,2,,"Front Seat, Right Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Honda,"Honda Civic/CRX, del Sol",2004,Colorado,PUEBLO (101)
123322,18,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2020-02-26,Ford,Ford F-Series pickup,2006,Florida,MARION (83)
120812,16,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2016,Florida,HENDRY (51)
120471,22,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.170 % BAC,2020-02-26,Honda,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1994,Florida,MARION (83)
40064,75,2,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Test Not Given,2020-02-26,KIA,KIA Sportage,2005,Arizona,PINAL (21)
60377,43,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-02-26,Toyota,Toyota Corolla,2005,California,TULARE (107)
60377,36,1,,"Second Seat, Left Side",True,True,Not Reported,Not Reported,0.000 % BAC,2020-02-26,Toyota,Toyota Corolla,2005,California,TULARE (107)
60377,31,2,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2020-02-26,Toyota,Toyota Corolla,2005,California,TULARE (107)
60785,23,1,,"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),0.130 % BAC,2020-02-26,Infiniti,Infiniti I30,2000,California,TULARE (107)
260096,33,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.222 % BAC,2020-02-26,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2007,Michigan,SCHOOLCRAFT (153)
80572,44,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Hyundai,Hyundai Santa Fe,2001,Colorado,WELD (123)
80572,54,1,,"Front Seat, Right Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Hyundai,Hyundai Santa Fe,2001,Colorado,WELD (123)
80572,8,2,,"Second Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Hyundai,Hyundai Santa Fe,2001,Colorado,WELD (123)
80572,14,2,,"Second Seat, Middle",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-02-26,Hyundai,Hyundai Santa Fe,2001,Colorado,WELD (123)
