St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
120396,29,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,Yes (drugs involved),Yes (Alcohol Involved),0.191 % BAC,2018-01-01,Toyota,Toyota Corolla,2008,Florida,PALM BEACH (99)
120396,29,1,Black,"Front Seat, Right Side",False,True,Not Reported,Not Reported,Not Reported,2018-01-01,Toyota,Toyota Corolla,2008,Florida,PALM BEACH (99)
60063,50,9,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Toyota,Toyota Corolla,2015,California,SAN BERNARDINO (71)
370003,67,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Subaru,Subaru Impreza,2013,North Carolina,BRUNSWICK (19)
370003,66,2,Not a Fatality (not Applicable),"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Subaru,Subaru Impreza,2013,North Carolina,BRUNSWICK (19)
290001,28,1,White,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.209 % BAC,2018-01-01,Ford,Ford Mustang/Mustang II,2000,Missouri,CLINTON (49)
120060,35,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Chevrolet,Chevrolet Fullsize Blazer/Tahoe,2014,Florida,GILCHRIST (41)
60230,69,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2018-01-01,Chrysler,Chrysler 200,2013,California,SAN DIEGO (73)
60230,46,2,Not a Fatality (not Applicable),"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Chrysler,Chrysler 200,2013,California,SAN DIEGO (73)
60230,74,1,Not a Fatality (not Applicable),"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Chrysler,Chrysler 200,2013,California,SAN DIEGO (73)
60230,72,2,Not a Fatality (not Applicable),"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Chrysler,Chrysler 200,2013,California,SAN DIEGO (73)
480001,20,1,White,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.184 % BAC,2018-01-01,Honda,"Honda Civic/CRX, del Sol",2008,Texas,ANGELINA (5)
480001,18,2,White,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.290 % BAC,2018-01-01,Honda,"Honda Civic/CRX, del Sol",2008,Texas,ANGELINA (5)
130003,22,1,Black,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.214 % BAC,2018-01-01,Chevrolet,Chevrolet Beretta/Corsica,1994,Georgia,RICHMOND (245)
200001,51,2,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Mitsubishi,Mitsubishi Galant,2012,Kansas,SEDGWICK (173)
80001,18,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2018-01-01,Mercury,Mercury Mountaineer,2004,Colorado,ARAPAHOE (5)
60020,49,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2018-01-01,Hyundai,Hyundai Elantra,2018,California,RIVERSIDE (65)
280001,19,2,Black,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2018-01-01,Dodge,Dodge Durango (2004 on; see 402 for 1998-2003 models),2004,Mississippi,PONTOTOC (115)
280001,17,2,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Dodge,Dodge Durango (2004 on; see 402 for 1998-2003 models),2004,Mississippi,PONTOTOC (115)
470002,35,2,White,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.176 % BAC,2018-01-01,Chrysler,Chrysler Town and Country,2014,Tennessee,BLOUNT (9)
60013,33,1,Black,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.230 % BAC,2018-01-01,Nissan/Datsun,Nissan/Datsun Versa,2015,California,KINGS (31)
480003,30,1,White,"Front Seat, Left Side",False,True,Not Reported,Yes (Alcohol Involved),0.181 % BAC,2018-01-01,Other Make,Other Make 350cc or greater (ATV),2017,Texas,CHAMBERS (71)
120072,53,2,White,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.033 % BAC,2018-01-01,Hyundai,Hyundai Elantra,2010,Florida,SUMTER (119)
120036,42,1,White,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2018-01-01,Toyota,Toyota Tacoma,2010,Florida,SEMINOLE (117)
410001,27,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.217 % BAC,2018-01-01,Nissan/Datsun,Nissan/Datsun Pathfinder,1997,Oregon,LANE (39)
60145,999,9,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,California,LOS ANGELES (37)
370096,23,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.250 % BAC,2018-01-01,Volvo,Volvo 60 Series,2006,North Carolina,WAKE (183)
370096,37,1,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Volvo,Volvo 60 Series,2006,North Carolina,WAKE (183)
480008,43,1,White,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Test Not Given,2018-01-01,Nissan/Datsun,Nissan/Datsun Titan (from 2004-06; see 481 for 2007 on),2005,Texas,EL PASO (141)
60104,37,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2009,California,SAN DIEGO (73)
90011,22,1,White,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.100 % BAC,2018-01-01,Toyota,Toyota Matrix,2004,Connecticut,HARTFORD (3)
90011,21,2,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,No (drugs not involved),Yes (Alcohol Involved),Test Not Given,2018-01-01,Toyota,Toyota Matrix,2004,Connecticut,HARTFORD (3)
90011,13,1,Not a Fatality (not Applicable),"Second Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Toyota,Toyota Matrix,2004,Connecticut,HARTFORD (3)
120035,38,1,White,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2018-01-01,Yamaha,Yamaha 750cc or greater,2008,Florida,BROWARD (11)
470005,29,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Hyundai,Hyundai Sonata,2015,Tennessee,OBION (131)
60018,999,9,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,California,LOS ANGELES (37)
480011,28,1,White,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.134 % BAC,2018-01-01,Honda,"Honda Civic/CRX, del Sol",2001,Texas,HARRIS (201)
290002,43,1,Black,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.269 % BAC,2018-01-01,GMC,GMC Fullsize Jimmy/Yukon,2009,Missouri,JACKSON (95)
420628,62,2,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Subaru,Subaru Legacy/Outback(prior to 2003 only; see 045 for 2003 on),2012,Pennsylvania,LYCOMING (81)
420628,88,1,White,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2018-01-01,Subaru,Subaru Legacy/Outback(prior to 2003 only; see 045 for 2003 on),2012,Pennsylvania,LYCOMING (81)
480004,29,1,Black,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.250 % BAC,2018-01-01,Dodge,Dodge Challenger (2008 on; for 1970-74 see model 005),2015,Texas,DALLAS (113)
480005,26,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Chevrolet,Chevrolet Malibu/Malibu Maxx,2012,Texas,DALLAS (113)
470001,53,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Kenworth,Kenworth Medium/Heavy - CBE,2013,Tennessee,ROBERTSON (147)
60060,24,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),Test Not Given,2018-01-01,Ford,Ford Mustang/Mustang II,1996,California,SAN DIEGO (73)
60060,23,2,White,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.190 % BAC,2018-01-01,Ford,Ford Mustang/Mustang II,1996,California,SAN DIEGO (73)
180001,62,1,Black,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Nissan/Datsun,Nissan/Datsun Frontier (1998 on),2006,Indiana,MARION (97)
370032,37,1,All other races,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.190 % BAC,2018-01-01,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2015,North Carolina,FORSYTH (67)
120053,20,2,White,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),0.140 % BAC,2018-01-01,Hyundai,Hyundai Sonata,2016,Florida,BROWARD (11)
360001,27,1,Unknown,"Front Seat, Left Side",True,True,Not Reported,Yes (Alcohol Involved),0.115 % BAC,2018-01-01,Dodge,Dodge Charger,2015,New York,ORANGE (71)
40077,999,9,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Reported as Unknown if Tested,2018-01-01,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,NAVAJO (17)
190001,46,1,White,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.220 % BAC,2018-01-01,Ford,Ford Taurus/Taurus X,2005,Iowa,CRAWFORD (47)
60044,28,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Yes (drugs involved),Yes (Alcohol Involved),0.180 % BAC,2018-01-01,Ford,Ford F-Series pickup,2003,California,KINGS (31)
60044,15,2,Filipino,"Front Seat, Right Side",True,True,Not Reported,Not Reported,0.000 % BAC,2018-01-01,Ford,Ford F-Series pickup,2003,California,KINGS (31)
80155,88,1,White,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Ford,Ford F-Series pickup,1994,Colorado,ARAPAHOE (5)
60045,45,1,White,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,0.140 % BAC,2018-01-01,BMW,BMW 750cc and over,1987,California,LOS ANGELES (37)
480009,999,9,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Hyundai,Hyundai Elantra,2014,Texas,EL PASO (141)
480002,50,2,White,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2018-01-01,Toyota,Toyota RAV4 *,2013,Texas,BEXAR (29)
290003,32,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Ford,Ford Excursion,2000,Missouri,JEFFERSON (99)
290003,15,1,Not a Fatality (not Applicable),"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Ford,Ford Excursion,2000,Missouri,JEFFERSON (99)
40001,27,1,Vietnamese,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2018-01-01,Honda,Honda 750 cc or greater,2005,Arizona,GILA (7)
370056,30,1,White,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Nissan/Datsun,Nissan/Datsun 810/Maxima,2014,North Carolina,JOHNSTON (101)
370056,31,2,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Nissan/Datsun,Nissan/Datsun 810/Maxima,2014,North Carolina,JOHNSTON (101)
360213,32,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Not Reported,No (Alcohol Not Involved),Not Reported,2018-01-01,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2010,New York,WAYNE (117)
360213,63,1,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2018-01-01,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2010,New York,WAYNE (117)
120019,22,1,White,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Reported as Unknown if Tested,2018-01-01,Kawasaki,Kawasaki 125-349cc,2014,Florida,LEE (71)
90179,66,2,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Honda,Honda Fit,2015,Connecticut,NEW LONDON (11)
60264,54,2,White,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,GMC,"GMC C, K, R, V-series pickup/     Sierra",2004,California,LOS ANGELES (37)
240001,37,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Chevrolet,"Chevrolet Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2015,Maryland,PRINCE GEORGE`S (33)
390171,30,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Yes (drugs involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Audi,Audi A6,2001,Ohio,HAMILTON (61)
390171,20,2,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Audi,Audi A6,2001,Ohio,HAMILTON (61)
180073,55,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Toyota,Toyota Camry,2011,Indiana,LAKE (89)
40052,78,1,White,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Chevrolet,Chevrolet Venture,2004,Arizona,YUMA (27)
40052,74,2,Not a Fatality (not Applicable),"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Chevrolet,Chevrolet Venture,2004,Arizona,YUMA (27)
470006,48,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2018-01-01,Chrysler,Chrysler LHS,2000,Tennessee,MCMINN (107)
120059,53,2,White,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Chevrolet,Chevrolet Aveo/Aveo 5,2011,Florida,HENDRY (51)
320003,62,1,Black,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.058 % BAC,2018-01-01,Harley-Davidson,Harley-Davidson 750cc or greater,2016,Nevada,CLARK (3)
370046,42,2,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Yes (drugs involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Chevrolet,Chevrolet Malibu/Malibu Maxx,2011,North Carolina,HARNETT (85)
120038,25,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2018-01-01,Ford,Ford Ranger,2007,Florida,LEE (71)
350025,46,2,American Indian (includes Alaska Native),"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),Not Reported,2018-01-01,GMC,GMC Fullsize Jimmy/Yukon,2002,New Mexico,SAN JUAN (45)
400001,33,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.130 % BAC,2018-01-01,Dodge,Dodge Medium/Heavy - CBE,2009,Oklahoma,ALFALFA (3)
130004,84,1,Black,"Front Seat, Left Side",False,True,Not Reported,No (Alcohol Not Involved),Test Not Given,2018-01-01,Buick / Opel,Buick / Opel Century,2001,Georgia,RICHMOND (245)
480581,28,1,White,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.012 % BAC,2018-01-01,Ford,Ford Mustang/Mustang II,2004,Texas,BRAZORIA (39)
260032,42,2,American Indian (includes Alaska Native),"Front Seat, Left Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Chevrolet,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2007,Michigan,KENT (81)
120285,26,2,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2018-01-01,Mazda,Mazda Mazda3,2012,Florida,MANATEE (81)
320006,33,2,Unknown,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Hyundai,Hyundai Accent,2016,Nevada,LINCOLN (17)
320006,24,2,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Hyundai,Hyundai Accent,2016,Nevada,LINCOLN (17)
63062,23,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Subaru,Subaru Impreza,2016,California,SAN BERNARDINO (71)
63062,21,2,Not a Fatality (not Applicable),"Second Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Subaru,Subaru Impreza,2016,California,SAN BERNARDINO (71)
270003,69,2,White,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Toyota,Toyota Corolla,1997,Minnesota,SCOTT (139)
120106,56,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,GMC,"GMC C, K, R, V-series pickup/     Sierra",2001,Florida,ORANGE (95)
60654,57,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,Reported as Unknown,Reported as Unknown,0.005 % BAC,2018-01-01,Toyota,Toyota Tacoma,2017,California,LOS ANGELES (37)
60654,58,2,Not a Fatality (not Applicable),"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Toyota,Toyota Tacoma,2017,California,LOS ANGELES (37)
60654,998,1,Not a Fatality (not Applicable),"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Toyota,Toyota Tacoma,2017,California,LOS ANGELES (37)
480291,45,2,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Dodge,Dodge Durango (2004 on; see 402 for 1998-2003 models),2005,Texas,DENTON (121)
220631,46,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Toyota,Toyota Avalon,2003,Louisiana,EAST BATON ROUGE (33)
220631,56,2,Not a Fatality (not Applicable),"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2018-01-01,Toyota,Toyota Avalon,2003,Louisiana,EAST BATON ROUGE (33)
120063,58,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2018-01-01,Saab,Saab 99/99E/900,1995,Florida,ST. JOHNS (109)
40224,999,9,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Reported as Unknown if Tested,2018-01-01,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,APACHE (1)
60672,83,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,Reported as Unknown,Reported as Unknown,Test Not Given,2018-01-01,Oldsmobile,Oldsmobile Delta 88/LSS,1994,California,FRESNO (19)
480007,43,1,White,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.000 % BAC,2018-01-01,Dodge,Dodge Ram Promaster,2017,Texas,DALLAS (113)
10013,53,2,White,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2018-01-01,Nissan/Datsun,Nissan/Datsun Versa,2015,Alabama,MADISON (89)
10013,11,2,White,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2018-01-01,Nissan/Datsun,Nissan/Datsun Versa,2015,Alabama,MADISON (89)
130002,35,1,Not a Fatality (not Applicable),"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2018-01-01,Lexus,Lexus IS-250/300/350/500/200t,2014,Georgia,FULTON (121)
370079,25,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),0.100 % BAC,2018-01-01,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2004,North Carolina,NEW HANOVER (129)
370079,25,1,White,"Front Seat, Right Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.100 % BAC,2018-01-01,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2004,North Carolina,NEW HANOVER (129)
220001,48,1,White,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.220 % BAC,2018-01-01,Harley-Davidson,Harley-Davidson 750cc or greater,2002,Louisiana,CALCASIEU (19)
80002,26,2,White,"Front Seat, Left Side",True,True,No (drugs not involved),Yes (Alcohol Involved),Test Not Given,2018-01-01,Volkswagen,Volkswagen Eos,2007,Colorado,LARIMER (69)
50465,49,1,Not a Fatality (not Applicable),"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2014,Arkansas,NEWTON (101)
360010,32,1,Unknown,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2018-01-01,Subaru,Subaru Outback (2003 on)(see 034 for prior to 2003),2012,New York,DELAWARE (25)
10012,31,1,White,"Front Seat, Left Side",True,True,Reported as Unknown,Yes (Alcohol Involved),0.154 % BAC,2018-01-01,Chrysler,Chrysler Crossfire,2005,Alabama,LIMESTONE (83)
370042,17,1,Black,"Front Seat, Left Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2018-01-01,Acura,Acura CL,2001,North Carolina,GUILFORD (81)
