St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
210208,21,2,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2016,Kentucky,JEFFERSON (111)
360215,23,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Chevrolet,Chevrolet Malibu/Malibu Maxx,2003,New York,SCHENECTADY (93)
40279,62,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Not Reported,2021-05-04,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,2020,Arizona,YAVAPAI (25)
450306,26,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,2017,South Carolina,ANDERSON (7)
60516,26,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Mercedes-Benz,Mercedes-Benz C Class (94 on),2010,California,ORANGE (59)
60516,21,2,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Mercedes-Benz,Mercedes-Benz C Class (94 on),2010,California,ORANGE (59)
63383,56,1,,"Front Seat, Left Side",True,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-05-04,Ford,Ford Ranger,1997,California,LOS ANGELES (37)
481220,32,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2018,Texas,LEON (289)
481220,53,1,,Reported as Unknown,True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2018,Texas,LEON (289)
481220,53,2,,Reported as Unknown,True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2018,Texas,LEON (289)
481220,28,1,,Reported as Unknown,True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2018,Texas,LEON (289)
481220,2,1,,Reported as Unknown,True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2018,Texas,LEON (289)
40278,48,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Dodge,Dodge Ram Pickup,1998,Arizona,MARICOPA (13)
260308,49,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),"AC Test Performed, Results Unknown",2021-05-04,Ford,Ford F-Series pickup,2001,Michigan,ST. JOSEPH (149)
210210,27,1,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-05-04,Mack,Mack Medium/Heavy - COE low entry,2016,Kentucky,JEFFERSON (111)
210209,18,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Toyota,Toyota Matrix,2006,Kentucky,NELSON (179)
481434,29,1,,"Front Seat, Left Side",True,False,Not Reported,Yes (Alcohol Involved),Not Reported,2021-05-04,Chevrolet,"Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",2004,Texas,HIDALGO (215)
180213,40,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Test Not Given,2021-05-04,Ford,Ford F-Series pickup,2002,Indiana,PULASKI (131)
190062,24,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.248 % BAC,2021-05-04,Buick / Opel,Buick / Opel Century,2002,Iowa,MITCHELL (131)
190062,24,2,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Buick / Opel,Buick / Opel Century,2002,Iowa,MITCHELL (131)
450307,41,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2020,South Carolina,BERKELEY (15)
121120,38,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-05-04,Honda,Honda 750 cc or greater,2007,Florida,PINELLAS (103)
130512,57,1,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,0.000 % BAC,2021-05-04,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2005,Georgia,WALTON (297)
121206,48,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Other Import,Other Import Maserati,2018,Florida,MIAMI-DADE (86)
121112,59,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-05-04,Toyota,Toyota Tundra,2003,Florida,WALTON (131)
370487,42,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Ford,Ford F-Series pickup,2000,North Carolina,CLEVELAND (45)
190070,55,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Not Reported,Test Not Given,2021-05-04,Harley-Davidson,Harley-Davidson 750cc or greater,2014,Iowa,LEE (111)
180218,16,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Test Not Given,2021-05-04,Buick / Opel,Buick / Opel Regal (2011 on),2014,Indiana,TIPPECANOE (157)
481916,38,2,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Nissan/Datsun,Nissan/Datsun 810/Maxima,1999,Texas,JOHNSON (251)
10262,60,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Ford,Ford Focus,2007,Alabama,DEKALB (49)
481235,59,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2021-05-04,Kenworth,Kenworth Medium/Heavy - CBE,2006,Texas,FAYETTE (149)
130542,33,2,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2021-05-04,Buick / Opel,Buick / Opel Verano,2014,Georgia,CHATTAHOOCHEE (53)
40696,33,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Ranger,2003,Arizona,MOHAVE (15)
40696,18,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Ranger,2003,Arizona,MOHAVE (15)
320125,68,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Ford,Ford Medium/Heavy Van-Based Vehicle,2018,Nevada,CLARK (3)
130526,62,2,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Hyundai,Hyundai Tucson,2007,Georgia,TIFT (277)
121362,78,2,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-05-04,Nissan/Datsun,Nissan/Datsun Altima,2006,Florida,HILLSBOROUGH (57)
400194,25,2,,"Front Seat, Left Side",True,False,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,KIA,KIA Sportage,2016,Oklahoma,COMANCHE (31)
400194,2,1,,"Second Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,KIA,KIA Sportage,2016,Oklahoma,COMANCHE (31)
400194,0,1,,"Second Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-04,KIA,KIA Sportage,2016,Oklahoma,COMANCHE (31)
260408,35,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Dodge,Dodge Ram Pickup,2021,Michigan,OAKLAND (125)
350103,36,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
350103,63,1,,"Front Seat, Right Side",False,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
350103,18,1,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
350103,51,2,,"Second Seat, Middle",False,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
350103,28,2,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
350103,70,2,,"Third Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
350103,67,2,,"Third Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Expedition,2006,New Mexico,LUNA (29)
481150,67,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Chevrolet,Chevrolet Equinox,2019,Texas,BURNET (53)
170257,35,1,,"Front Seat, Left Side",True,True,Not Reported,Reported as Unknown,Test Not Given,2021-05-04,Saturn,Saturn Unknown (SATURN),1999,Illinois,COOK (31)
60286,20,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-05-04,Honda,Honda Prelude,1997,California,YUBA (115)
60286,17,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Not Reported,2021-05-04,Honda,Honda Prelude,1997,California,YUBA (115)
121179,82,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Nissan/Datsun,Nissan/Datsun Altima,2015,Florida,ALACHUA (1)
121133,17,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Mercedes-Benz,Mercedes-Benz C Class (94 on),2010,Florida,WALTON (131)
121133,18,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Mercedes-Benz,Mercedes-Benz C Class (94 on),2010,Florida,WALTON (131)
390587,69,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Chevrolet,Chevrolet Cobalt,2005,Ohio,CUYAHOGA (35)
121171,68,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-05-04,Mack,Mack Medium/Heavy - CBE,2004,Florida,CALHOUN (13)
41033,999,9,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Not Reported,2021-05-04,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,GRAHAM (9)
41033,63,1,,Reported as Unknown,True,True,Not Reported,Not Reported,0.028 % BAC,2021-05-04,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,GRAHAM (9)
41033,56,2,,Reported as Unknown,True,True,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,GRAHAM (9)
180209,56,2,,"Front Seat, Left Side",False,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,GMC,GMC Acadia (2007-2012 only.  For 2013 on see model 423.),2011,Indiana,HOWARD (67)
40280,47,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Yamaha,Yamaha 350-449cc,2010,Arizona,PINAL (21)
420580,70,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Toyota,Toyota Tundra,2020,Pennsylvania,LYCOMING (81)
420580,70,2,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Toyota,Toyota Tundra,2020,Pennsylvania,LYCOMING (81)
420580,89,2,,"Second Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Toyota,Toyota Tundra,2020,Pennsylvania,LYCOMING (81)
260440,66,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Cadillac,Cadillac SRX,2011,Michigan,WASHTENAW (161)
260440,54,1,,"Second Seat, Left Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Cadillac,Cadillac SRX,2011,Michigan,WASHTENAW (161)
290245,52,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.206 % BAC,2021-05-04,GMC,GMC Fullsize Jimmy/Yukon,2002,Missouri,PULASKI (169)
481462,40,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2021-05-04,Nissan/Datsun,Nissan/Datsun Altima,2016,Texas,ECTOR (135)
60312,69,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Not Reported,2021-05-04,Honda,Honda Element,2003,California,MONTEREY (53)
210268,79,2,,"Front Seat, Left Side",True,True,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-05-04,Ford,Ford Escape,2005,Kentucky,FLOYD (71)
240107,75,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Chevrolet,Chevrolet S-10/T-10 Pickup,1989,Maryland,ST. MARY`S (37)
10261,51,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2003,Alabama,DALE (45)
470390,18,2,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Mazda,Mazda Mazda6,2005,Tennessee,HAWKINS (73)
170294,26,2,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Test Not Given,2021-05-04,Ford,Ford Explorer (For 2019 on.  For model years 1990-2018 see 12-401.),2020,Illinois,ROCK ISLAND (161)
62857,23,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2021-05-04,Chevrolet,Chevrolet Trax,2019,California,LOS ANGELES (37)
61498,24,2,,"Front Seat, Left Side",True,True,Not Reported,Reported as Unknown,Not Reported,2021-05-04,Pontiac,Pontiac Firebird/Trans AM,2002,California,SAN BERNARDINO (71)
260257,35,2,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.200 % BAC,2021-05-04,Volkswagen,Volkswagen New Beetle,2003,Michigan,INGHAM (65)
240111,27,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Volkswagen,Volkswagen Passat (CC - 2008 thru 2011; see 052 for 2012 on),2017,Maryland,HOWARD (27)
10349,20,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Other Make,Other Make Unknown cc (ATV),9999,Alabama,GENEVA (61)
10349,36,1,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Other Make,Other Make Unknown cc (ATV),9999,Alabama,GENEVA (61)
481228,77,2,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2021-05-04,Chevrolet,Chevrolet Equinox,2016,Texas,GUADALUPE (187)
61372,29,2,,"Front Seat, Left Side",False,False,Yes (drugs involved),Yes (Alcohol Involved),Test Not Given,2021-05-04,Mitsubishi,Mitsubishi Montero/Montero Sport,1997,California,LOS ANGELES (37)
61372,51,1,,"Front Seat, Right Side",False,True,Not Reported,Not Reported,Not Reported,2021-05-04,Mitsubishi,Mitsubishi Montero/Montero Sport,1997,California,LOS ANGELES (37)
450308,23,2,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2018,South Carolina,BEAUFORT (13)
121131,58,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Toyota,Toyota Camry,2015,Florida,PINELLAS (103)
450309,56,1,,"Front Seat, Left Side",True,True,Yes (drugs involved),Yes (Alcohol Involved),0.080 % BAC,2021-05-04,Chevrolet,"Chevrolet S-10 Blazer/TrailBlazer (2002 only; for 2003 on, see 403)",2002,South Carolina,LEXINGTON (63)
360228,65,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2021-05-04,GMC,GMC Terrain,2018,New York,CHAUTAUQUA (13)
450310,51,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Freightliner,Freightliner Medium/Heavy - CBE,2007,South Carolina,DORCHESTER (35)
61266,44,2,,"Front Seat, Left Side",False,False,Not Reported,No (Alcohol Not Involved),Not Reported,2021-05-04,Chevrolet,Chevrolet Equinox,2017,California,LOS ANGELES (37)
481281,18,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Not Reported,2021-05-04,Chevrolet,Chevrolet Cobalt,2008,Texas,HIDALGO (215)
190064,29,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Mercedes-Benz,Mercedes-Benz CLA Class,2016,Iowa,POLK (153)
220279,43,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,0.299 % BAC,2021-05-04,Ford,Ford Explorer Sport Trac,2002,Louisiana,ORLEANS (71)
220279,38,1,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford Explorer Sport Trac,2002,Louisiana,ORLEANS (71)
170462,32,2,,"Front Seat, Left Side",True,False,Not Reported,Reported as Unknown,Test Not Given,2021-05-04,GMC,GMC Jimmy/Typhoon/Envoy,2004,Illinois,PEORIA (143)
170462,26,2,,"Front Seat, Right Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-04,GMC,GMC Jimmy/Typhoon/Envoy,2004,Illinois,PEORIA (143)
170462,17,2,,"Second Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,GMC,GMC Jimmy/Typhoon/Envoy,2004,Illinois,PEORIA (143)
170462,31,2,,"Second Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,GMC,GMC Jimmy/Typhoon/Envoy,2004,Illinois,PEORIA (143)
60338,27,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Ford,Ford Ranger,1993,California,TULARE (107)
121122,33,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Kawasaki,Kawasaki 450-749cc,2011,Florida,PASCO (101)
121100,24,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Nissan/Datsun,Nissan/Datsun Xterra,2005,Florida,MIAMI-DADE (86)
121203,73,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,Test Not Given,2021-05-04,Other Make,Other Make 0-50cc,2018,Florida,ORANGE (95)
121103,30,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Nissan/Datsun,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2015,Florida,LEON (73)
61494,29,1,,"Front Seat, Left Side",False,True,Not Reported,Reported as Unknown,Not Reported,2021-05-04,Yamaha,Yamaha 350cc or greater (ATV),2016,California,SAN BERNARDINO (71)
61494,19,2,,Riding on Exterior of Vehicle,False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Yamaha,Yamaha 350cc or greater (ATV),2016,California,SAN BERNARDINO (71)
180248,18,1,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2021-05-04,Audi,Audi A4,2010,Indiana,MARION (97)
180248,18,2,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-04,Audi,Audi A4,2010,Indiana,MARION (97)
481186,38,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-04,Ford,Ford F-Series pickup,2004,Texas,KAUFMAN (257)
61670,65,2,,"Front Seat, Left Side",True,True,Not Reported,No (Alcohol Not Involved),Not Reported,2021-05-04,Saturn,Saturn SL,1998,California,VENTURA (111)
61620,999,9,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2021-05-04,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,California,SANTA CLARA (85)
180313,56,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2021-05-04,Honda,Honda Odyssey,2010,Indiana,MADISON (95)
121248,62,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Toyota,Toyota RAV4 *,2013,Florida,SARASOTA (115)
180214,29,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Reported as Unknown,0.000 % BAC,2021-05-04,Pontiac,Pontiac Grand Prix (FWD),2005,Indiana,LAKE (89)
410095,32,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,0.000 % BAC,2021-05-04,Nissan/Datsun,Nissan/Datsun Altima,2002,Oregon,JEFFERSON (31)
121109,41,1,,"Front Seat, Left Side",False,True,Yes (drugs involved),Yes (Alcohol Involved),0.030 % BAC,2021-05-04,Honda,Honda 750 cc or greater,2006,Florida,HILLSBOROUGH (57)
360674,29,1,,"Front Seat, Left Side",False,True,Not Reported,No (Alcohol Not Involved),0.000 % BAC,2021-05-04,Honda,"Honda Civic/CRX, del Sol",2018,New York,SUFFOLK (103)
481169,52,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,Not Reported,2021-05-04,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,2018,Texas,MITCHELL (335)
270104,23,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2021-05-04,Yamaha,Yamaha 450-749cc,1997,Minnesota,GOODHUE (49)
410099,30,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,0.214 % BAC,2021-05-05,Ford,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1994,Oregon,JOSEPHINE (33)
481250,32,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2021-05-05,Freightliner,Freightliner Medium/Heavy - CBE,2020,Texas,DONLEY (129)
270123,24,1,,"Front Seat, Left Side",True,False,No (drugs not involved),Yes (Alcohol Involved),0.143 % BAC,2021-05-05,Ford,Ford F-Series pickup,2016,Minnesota,CASS (21)
260407,999,1,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2021-05-05,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2003,Michigan,GENESEE (49)
260407,22,1,,"Front Seat, Right Side",True,True,Not Reported,Not Reported,Test Not Given,2021-05-05,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2003,Michigan,GENESEE (49)
370564,19,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2021-05-05,Toyota,Toyota Corolla,1998,North Carolina,RUTHERFORD (161)
40582,999,9,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2021-05-05,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,YUMA (27)
