,CountyName,StateName,Fatals,lat,long
937,GENESEE ,Michigan,201,43.1125262,-83.6177333
938,GENESEE ,New York,33,42.0470457,-78.2481994
939,GENEVA ,Alabama,25,32.1590354,-87.9639026
940,GENTRY ,Missouri,6,40.3316601,-94.4202363
941,GEORGE ,Mississippi,28,32.8501303,-90.7017634
942,GEORGETOWN ,South Carolina,48,33.376834,-79.2944965
943,GIBSON ,Indiana,14,41.6053135,-87.4614297
944,GIBSON ,Tennessee,30,35.8753458,-88.846728
945,GILA ,Arizona,74,33.2768465,-112.166487
946,GILCHRIST ,Florida,22,26.7753447,-81.8923081
947,GILES ,Tennessee,27,35.3245306,-90.0431458
948,GILLESPIE ,Texas,23,30.2954086,-98.9086643
949,GILLIAM ,Oregon,4,39.2333592,-93.0046373
950,GILMER ,Georgia,30,38.879261,-80.716765
951,GILPIN ,Colorado,1,39.8586654,-105.5025219
952,GLACIER ,Montana,13,43.4088984,23.2203193
953,GLADES ,Florida,25,25.9117608,-80.2003254
954,GLADWIN ,Michigan,9,43.980855,-84.486401
955,GLASCOCK ,Georgia,3,33.2168832,-82.6112005
956,GLASSCOCK ,Texas,13,31.8640224,-101.4811312
957,GLENN ,California,20,39.5218283,-122.0138651
958,GLOUCESTER ,New Jersey,147,39.7892305,-75.04765195947174
959,GLYNN ,Georgia,56,31.1965905,-81.4859909
960,GOGEBIC ,Michigan,3,46.403433,-89.6626791
961,GOLDEN VALLEY ,Montana,4,43.4088984,23.2203193
962,GOLDEN VALLEY ,North Dakota,4,46.9317944,-103.8668414
963,GOLIAD ,Texas,11,28.6689099,-97.3911137
964,GONZALES ,Texas,25,29.5068721,-97.4496293
965,GOODHUE ,Minnesota,21,44.3999369,-92.6225676
966,GOODING ,Idaho,18,43.0031041,-114.8286924
967,GORDON ,Georgia,35,32.8820866,-83.3323848
968,GOSPER ,Nebraska,3,40.5145053,-99.8185651
969,GOVE ,Kansas,6,38.9030073,-100.5073968
970,GRADY ,Georgia,21,34.821649,-103.319702
971,GRADY ,Oklahoma,50,34.0203753,-97.6655824
972,GRAFTON ,New Hampshire,33,43.562979,-71.946716
973,GRAHAM ,Arizona,37,15.6836396,-87.3329197
974,GRAHAM ,Kansas,2,39.34062,-99.8980624
975,GRAHAM ,North Carolina,14,36.0690258,-79.4005756
976,GRAINGER ,Tennessee,22,36.2810821,-83.5107018
977,GRAND ,Colorado,14,40.0990074,-106.1366966
978,GRAND ,Utah,18,38.9634637,-109.6619899
979,GRAND FORKS ,North Dakota,28,47.9252042,-97.0306741
980,GRAND TRAVERSE ,Michigan,34,44.6409162,-85.5801336
981,GRANITE ,Montana,11,46.317417,-113.2445056
982,GRANT ,Arkansas,23,34.2773864,-92.420578
983,GRANT ,Indiana,42,40.7829995,-78.94923858245144
984,GRANT ,Kansas,7,37.553026,-101.3067042
985,GRANT ,Kentucky,18,38.3157,-82.8191
986,GRANT ,Louisiana,24,30.7885279,-92.9484868
987,GRANT ,Minnesota,3,45.084411,-92.9104908
988,GRANT ,Nebraska,1,40.8419932,-101.7251373
989,GRANT ,New Mexico,20,32.7548776,-108.3634144
990,GRANT ,Oklahoma,3,33.9428033,-95.5150389
991,GRANT ,Oregon,7,44.9522485,-123.0281746
992,GRANT ,South Dakota,8,45.1690114,-96.7057561
993,GRANVILLE ,North Carolina,62,35.8098538,-81.4120342
994,GRATIOT ,Michigan,21,47.3631697,-88.13248062247948
995,GRAVES ,Kentucky,32,45.9585676,4.6342564
996,GRAY ,Kansas,3,38.1583499,-99.6420656
997,GRAY ,Texas,19,32.7876413,-94.0735169
998,GRAYSON ,Kentucky,33,38.3325812,-82.9485023
999,GRAYSON ,Texas,86,33.5636114,-96.6702111
1000,GREELEY ,Kansas,2,38.3666861,-95.1269156
1001,GREELEY ,Nebraska,3,41.5487021,-98.5307825
1002,GREEN ,Kentucky,7,38.1406397,-83.0751714
1003,GREENE ,Alabama,29,32.923739,-88.0853004
1004,GREENE ,Arkansas,30,36.091803,-90.5778883
1005,GREENE ,Georgia,14,33.5492988,-83.1660939
1006,GREENE ,Illinois,4,39.3573664,-90.3898985
1007,GREENE ,Indiana,16,40.4083777,-85.0999694
1008,GREENE ,Iowa,7,42.0182893,-94.4005864
1009,GREENE ,Mississippi,16,31.2049136,-88.6429687
1010,GREENE ,Missouri,145,37.2671929,-93.3465486
1011,GREENE ,New York,29,42.3292408,-75.7699147
1012,GREENE ,North Carolina,17,36.0059538,-82.1123437
1013,GREENE ,Ohio,45,48.6572478,-101.7011798
1014,GREENE ,Pennsylvania,24,40.60262899999999,-80.46711437814176
1015,GREENE ,Tennessee,57,36.1552058,-83.4208829
1016,GREENLEE ,Arizona,4,15.6836396,-87.3329197
1017,GREENUP ,Kentucky,9,38.5731349,-82.8301677
1018,GREENVILLE ,South Carolina,297,34.851354,-82.3984882
1019,GREENWOOD ,Kansas,11,37.8709542,-96.2471338
1020,GREENWOOD ,South Carolina,51,34.1954001,-82.1617883
1021,GREER ,Oklahoma,2,34.9381361,-82.2272119
1022,GREGG ,Texas,91,32.4492408,-94.8532848
1023,GREGORY ,South Dakota,3,43.232223,-99.430383
1024,GRENADA ,Mississippi,26,33.7690049,-89.8084192
1025,GRIMES ,Texas,46,32.4590098,-100.178711
1026,GRUNDY ,Illinois,43,41.2747363,-88.4119361
1027,GRUNDY ,Iowa,7,42.4132701,-92.7808666
1028,GRUNDY ,Missouri,10,40.1075648,-93.5737817
1029,GRUNDY ,Tennessee,8,35.3697894,-85.7106606
1030,GUADALUPE ,New Mexico,21,34.5461772,-104.4280358
1031,GUADALUPE ,Texas,65,28.7519366,-96.9227631
1032,GUAYAMA ,Puerto Rico,6,17.975982,-66.112372
1033,GUAYANILLA ,Puerto Rico,2,18.020686,-66.789591
1034,GUAYNABO ,Puerto Rico,16,18.368211,-66.109321
1035,GUERNSEY ,Ohio,19,40.1817377,-81.5923431
1036,GUILFORD ,North Carolina,253,36.0768027,-79.8980907
1037,GULF ,Florida,9,30.3612885,-87.1683428131116
1038,GUNNISON ,Colorado,20,38.5458246,-106.9253207
1039,GURABO ,Puerto Rico,6,18.254816,-65.979884
1040,GUTHRIE ,Iowa,3,41.6782701,-94.5020027
1041,GUÁNICA ,Puerto Rico,5,17.97163,-66.90795
1042,GWINNETT ,Georgia,211,33.9566869,-84.0227467
1043,HAAKON ,South Dakota,4,44.2887741,-101.5756888
1044,HABERSHAM ,Georgia,25,34.5898196,-83.5604506
1045,HAINES ,Alaska,1,59.2358333,-135.445
1046,HALE ,Alabama,16,51.2295256,-0.7851887
1047,HALE ,Texas,20,34.0321298,-101.8088827
1048,HALIFAX ,North Carolina,60,36.3286329,-77.5897391
1049,HALL ,Georgia,98,32.6833065,-84.7380141
1050,HALL ,Nebraska,24,40.8627335,-98.5122907
1051,HALL ,Texas,5,29.7426075,-97.5428182
1052,HAMBLEN ,Tennessee,24,36.2068067,-83.267995
1053,HAMILTON ,Florida,23,25.5215084,-81.2059093
1054,HAMILTON ,Illinois,2,40.3964333,-91.3390389
1055,HAMILTON ,Indiana,66,41.542567500000004,-84.92345517507763
1056,HAMILTON ,Iowa,11,41.1691699,-92.903255
1057,HAMILTON ,Kansas,6,37.9799986,-96.1646127
1058,HAMILTON ,Nebraska,5,42.8268798,-75.5444159
1059,HAMILTON ,New York,5,42.8268798,-75.5444159
1060,HAMILTON ,Ohio,221,39.3995067,-84.5613428
1061,HAMILTON ,Tennessee,177,36.4987144,-82.2615242
1062,HAMILTON ,Texas,8,31.7030549,-98.1237815
1063,HAMLIN ,South Dakota,4,44.6754502,-97.2005816
1064,HAMPDEN ,Massachusetts,168,42.0641195,-72.413682
1065,HAMPSHIRE ,Massachusetts,28,42.0978028,-88.5303643
1066,HAMPTON ,South Carolina,30,32.8701504,-81.1139447
1067,HANCOCK ,Georgia,18,33.1593166,-81.7640023
1068,HANCOCK ,Illinois,12,40.3941712,-91.1458063
1069,HANCOCK ,Indiana,31,38.3817291,-86.1794207
1070,HANCOCK ,Iowa,4,41.3900707,-95.3625169
1071,HANCOCK ,Kentucky,8,47.126871,-88.580956
1072,HANCOCK ,Maine,45,44.529311,-68.253937
1073,HANCOCK ,Mississippi,35,33.4567886,-88.8089424
1074,HANCOCK ,Ohio,39,41.1553294,-83.8518834
1075,HANCOCK ,Tennessee,5,36.2836689,-88.3111549
1076,HAND ,South Dakota,3,44.5405047,-99.0053027
1077,HANSFORD ,Texas,4,36.2014217,-101.3021041
1078,HANSON ,South Dakota,5,43.6615541,-97.7945361
1079,HARALSON ,Georgia,36,33.2265099,-84.5713164
1080,HARDEE ,Florida,41,27.4856349,-81.8196804
1081,HARDEMAN ,Tennessee,23,35.1743058,-88.9963359
1082,HARDEMAN ,Texas,5,34.2510707,-99.7322571
1083,HARDIN ,Illinois,4,39.1567149,-90.6178995
1084,HARDIN ,Iowa,13,43.0802589,-91.4843083
1085,HARDIN ,Kentucky,67,36.7647773,-88.2953134
1086,HARDIN ,Ohio,21,40.2864847,-84.2453042
1087,HARDIN ,Tennessee,35,35.8084112,-84.2399181
1088,HARDIN ,Texas,41,30.1524348,-94.739089
1089,HARDING ,South Dakota,5,45.5509163,-103.4791412
1090,HARFORD ,Maryland,60,39.4291627,-76.2659378
1091,HARLAN ,Kentucky,25,36.8431441,-83.321848
1092,HARLAN ,Nebraska,1,40.1617382,-99.4349368
1093,HARMON ,Oklahoma,1,36.1447648,-99.5603898
1094,HARNETT ,North Carolina,118,35.3454392,-78.7922429
1095,HARNEY ,Oregon,16,43.6432092,-118.8227102
1096,HARPER ,Kansas,5,37.2869552,-98.0257389
1097,HARPER ,Oklahoma,2,37.7987244,-81.2614918
1098,HARRIS ,Georgia,23,34.9331453,-83.8471223
1099,HARRIS ,Texas,1761,32.8717902,-96.1485854
1100,HARRISON ,Indiana,33,39.5299973,-87.4261678
1101,HARRISON ,Iowa,9,41.2872118,-94.1852329
1102,HARRISON ,Kentucky,8,40.7464901,-74.1562551
1103,HARRISON ,Mississippi,134,30.4553392,-89.1313136
1104,HARRISON ,Missouri,6,40.337172,-93.9845199
1105,HARRISON ,Ohio,20,39.25611035,-84.79149017393418
1106,HARRISON ,Texas,90,32.5233959,-94.3982158
1107,HART ,Georgia,19,33.9303806,-84.8391066
1108,HART ,Kentucky,24,34.3850726,-102.11574
1109,HARTFORD ,Connecticut,265,41.764582,-72.6908547
1110,HARTLEY ,Texas,12,35.8844437,-102.398549
1111,HARVEY ,Kansas,25,45.7300127,-67.0070398
1112,HASKELL ,Kansas,5,37.5611249,-100.8840421
1113,HASKELL ,Oklahoma,14,35.8203784,-95.674149
1114,HASKELL ,Texas,7,33.1605761,-99.7345168
1115,HATILLO ,Puerto Rico,13,18.487816,-66.82275
1116,HAWAII ,Hawaii,96,19.6273325,-155.564561
1117,HAWKINS ,Tennessee,39,36.50770355,-82.67541313378737
1118,HAYS ,Texas,102,30.1227118,-97.8722281
1119,HAYWOOD ,North Carolina,39,35.6201515,-79.0639047
1120,HAYWOOD ,Tennessee,21,35.5906789,-89.2705746
1121,HEARD ,Georgia,18,33.2786225,-85.113782
1122,HEMPHILL ,Texas,2,31.3428966,-93.8484362
1123,HEMPSTEAD ,Arkansas,21,33.6949319,-93.6929825
1124,HENDERSON ,Illinois,4,41.0250376,-90.356239
1125,HENDERSON ,Kentucky,32,37.8367513,-87.5907631
1126,HENDERSON ,North Carolina,45,36.3273648,-78.4027265
1127,HENDERSON ,Tennessee,30,35.4392435,-88.6414411
1128,HENDERSON ,Texas,72,32.1532157,-94.7993802
1129,HENDRICKS ,Indiana,46,39.6081023,-86.1483203
1130,HENDRY ,Florida,51,26.597094,-81.1520667
1131,HENNEPIN ,Minnesota,199,45.0257232,-93.4865052
1132,HENRY ,Alabama,8,30.7740766,-88.1655584
1133,HENRY ,Georgia,94,33.4519942,-84.1367771
1134,HENRY ,Illinois,22,41.3418549,-90.1177442
1135,HENRY ,Indiana,37,39.7858778,-85.587475
1136,HENRY ,Iowa,14,40.9778301,-91.5511282
1137,HENRY ,Kentucky,11,37.3114954,-82.4765409
1138,HENRY ,Missouri,14,39.4636429,-92.607685
1139,HENRY ,Ohio,23,40.4198644,-84.6342196
1140,HENRY ,Tennessee,26,36.2039488,-88.4197705
1141,HERKIMER ,New York,15,43.0256259,-74.9859889
1142,HERNANDO ,Florida,130,28.8999815,-82.3745401
1143,HERTFORD ,North Carolina,21,36.190158,-76.4660519
1144,HICKMAN ,Kentucky,3,36.5711721,-89.1861791
1145,HICKMAN ,Tennessee,38,36.1439464,-85.9405429
1146,HICKORY ,Missouri,13,37.959055,-93.3334746
1147,HIDALGO ,New Mexico,11,26.1019892,-98.2577597
1148,HIDALGO ,Texas,192,26.1019892,-98.2577597
1149,HIGHLAND ,Ohio,27,39.3445075,-83.5974203
1150,HIGHLANDS ,Florida,102,27.3513186,-81.3615717
1151,HILL ,Montana,7,43.4088984,23.2203193
1152,HILL ,Texas,51,43.524655,-71.701584
1153,HILLSBOROUGH ,Florida,827,27.9184543,-82.3488057
1154,HILLSBOROUGH ,New Hampshire,100,43.1149568,-71.8948666
1155,HILLSDALE ,Michigan,30,41.9200472,-84.6305101
1156,HINDS ,Mississippi,199,32.2506391,-90.4793259
1157,HINSDALE ,Colorado,2,37.813681,-107.3304179
1158,HITCHCOCK ,Nebraska,3,40.1659573,-101.0387468
1159,HOCKING ,Ohio,18,39.3678487,-82.2657052
1160,HOCKLEY ,Texas,20,30.0258242,-95.8452052
1161,HODGEMAN ,Kansas,2,38.0875979,-99.900952
1162,HOKE ,North Carolina,45,35.7334952,-76.8152226
1163,HOLMES ,Florida,20,30.8918676,-85.8138207
1164,HOLMES ,Mississippi,30,33.1018124,-90.0656168
1165,HOLMES ,Ohio,20,40.862316050000004,-83.01662317001973
1166,HOLT ,Missouri,3,39.4540394,-94.3429304
1167,HOLT ,Nebraska,2,42.4304452,-98.7540783
1168,HONOLULU ,Hawaii,203,21.304547,-157.855676
1169,HOOD ,Texas,37,33.5428871,-97.3491863
1170,HOOD RIVER ,Oregon,11,45.7087902,-121.512372
1171,HOPKINS ,Kentucky,24,44.9271194,-93.4074945
1172,HOPKINS ,Texas,32,33.1368252,-95.5656578
1173,HORMIGUEROS ,Puerto Rico,2,18.145867,-67.122823
1174,HORRY ,South Carolina,268,33.9368081,-79.1341782
1175,HOT SPRING ,Arkansas,35,34.2956351,-92.9005742
1176,HOUGHTON ,Michigan,16,47.121872,-88.569012
1177,HOUSTON ,Alabama,65,31.1355603,-85.2654592
1178,HOUSTON ,Georgia,58,33.1595654,-85.1377196
1179,HOUSTON ,Minnesota,8,43.7632995,-91.5684764
1180,HOUSTON ,Tennessee,13,35.2414681,-87.9178052
1181,HOUSTON ,Texas,24,29.7589382,-95.3676974
1182,HOWARD ,Arkansas,15,34.7059374,-94.4371647
1183,HOWARD ,Indiana,51,39.9161499,-87.3755703
1184,HOWARD ,Iowa,3,-25.3187601,152.5613958
1185,HOWARD ,Maryland,97,39.2073308,-76.4449603
1186,HOWARD ,Missouri,12,44.010807,-97.526736
1187,HOWARD ,Nebraska,4,41.227424,-98.5174349
1188,HOWARD ,Texas,46,32.2907013,-96.7711052
1189,HOWELL ,Missouri,27,38.7431078,-90.6109566
1190,HUBBARD ,Minnesota,9,46.8369472,-95.0091934
1191,HUDSON ,New Jersey,93,40.8070451,-74.0037505
1192,HUDSPETH ,Texas,29,31.5388627,-105.4752945
1193,HUERFANO ,Colorado,15,37.7013983,-105.0218531
1194,HUGHES ,Oklahoma,14,34.9492654,-94.9719022
1195,HUGHES ,South Dakota,4,44.4047339,-99.946102
1196,HUMACAO ,Puerto Rico,15,18.14968,-65.82738
1197,HUMBOLDT ,California,69,40.5997415,-123.8997734
1198,HUMBOLDT ,Iowa,9,42.7209449,-94.2155238
1199,HUMBOLDT ,Nevada,17,41.429394,-118.2024818
1200,HUMPHREYS ,Mississippi,13,32.0804323,-90.8409367
1201,HUMPHREYS ,Tennessee,28,29.6088236,-90.8567606
1202,HUNT ,Texas,99,30.0695515,-99.3352051
1203,HUNTERDON ,New Jersey,30,40.36769765,-74.94043560994092
1204,HUNTINGDON ,Pennsylvania,25,40.4847959,-78.0102813
1205,HUNTINGTON ,Indiana,26,40.8831011,-85.497476
1206,HURON ,Michigan,13,42.9760854,-82.4333742
1207,HURON ,Ohio,30,41.3870728,-82.546215
1208,HUTCHINSON ,South Dakota,7,43.3271413,-97.7396791
1209,HUTCHINSON ,Texas,12,35.8148236,-101.34844
1210,HYDE ,North Carolina,2,35.3154076,-80.8543251
1211,HYDE ,South Dakota,1,44.5103405,-99.4936719
1212,IBERIA ,Louisiana,48,30.0035365,-91.8187285
1213,IBERVILLE ,Louisiana,34,30.2960276,-91.1167713
1214,IDA ,Iowa,4,42.3449751,-95.4713576
1215,IDAHO ,Idaho,19,45.7680684,-115.5160723
1216,IMPERIAL ,California,120,32.8475529,-115.569439
1217,IND.CITY-CARSON CITY ,Nevada,15,39.149158,-119.7642216
1218,INDEPENDENCE ,Arkansas,48,35.718344,-91.55326
1219,INDIAN RIVER ,Florida,99,27.7041555,-80.5894422
1220,INDIANA ,Pennsylvania,46,40.622825,-79.1533097
1221,INGHAM ,Michigan,76,42.5860505,-84.3800841
1222,INYO ,California,20,36.5595325,-117.4074712
1223,IONIA ,Michigan,32,42.9872547,-85.0711174
1224,IOSCO ,Michigan,18,44.3501989,-83.6582168
1225,IOWA ,Iowa,13,41.683983,-92.0612268
1226,IREDELL ,North Carolina,89,33.9332275,-78.5911234
1227,IRION ,Texas,2,31.2931196,-100.980073
1228,IRON ,Michigan,6,46.2178577,-88.5463241
1229,IRON ,Missouri,9,37.575509,-90.6953467
1230,IRON ,Utah,30,37.8546136,-113.2867347
1231,IROQUOIS ,Illinois,36,40.8275356,-87.5819743
1232,IRWIN ,Georgia,8,16.7899754,78.7052002
1233,ISABELA ,Puerto Rico,4,18.498802,-67.023659
1234,ISABELLA ,Michigan,33,45.8974718,-86.6056996
1235,ISANTI ,Minnesota,24,45.4902335,-93.2477046
1236,ISSAQUENA ,Mississippi,5,32.7776309,-90.9339919
1237,ITASCA ,Minnesota,21,47.4968343,-93.6225663
1238,ITAWAMBA ,Mississippi,21,34.2774018,-88.3713687
1239,IZARD ,Arkansas,10,36.0832532,-91.8894787
1240,JACK ,Texas,10,33.2127019,-98.1639199
1241,JACKSON ,Alabama,46,31.5090521,-87.8944435
1242,JACKSON ,Arkansas,13,35.5770886,-91.196742
1243,JACKSON ,Colorado,7,40.6531945,-106.3447246
1244,JACKSON ,Florida,62,30.8013861,-85.2063186
1245,JACKSON ,Georgia,48,33.2945651,-83.9660209
1246,JACKSON ,Illinois,30,37.7668943,-89.3563845
1247,JACKSON ,Indiana,36,39.0650538,-85.441353
1248,JACKSON ,Iowa,11,42.1420382,-90.5480067
1249,JACKSON ,Kansas,12,39.4030917,-95.8159647
1250,JACKSON ,Kentucky,15,37.5534741,-83.3822604
1251,JACKSON ,Louisiana,18,30.8374036,-91.2176087
1252,JACKSON ,Michigan,66,42.2465036,-84.4016963
1253,JACKSON ,Minnesota,5,43.6207916,-94.9886022
1254,JACKSON ,Mississippi,97,32.2998686,-90.1830408
1255,JACKSON ,Missouri,394,37.3828316,-89.6684487
1256,JACKSON ,North Carolina,32,34.8669177,-80.6830626
1257,JACKSON ,Ohio,26,39.0520169,-82.6365537
1258,JACKSON ,Oklahoma,11,34.5976018,-99.4370196
1259,JACKSON ,Oregon,97,45.5465108,-122.9806037
1260,JACKSON ,South Dakota,8,43.668546,-101.6595883
1261,JACKSON ,Tennessee,8,35.6144446,-88.8177418
1262,JACKSON ,Texas,25,32.4815277,-95.9296898
1263,JASPER ,Georgia,8,34.4678687,-84.4290918
1264,JASPER ,Illinois,2,34.4678687,-84.4290918
1265,JASPER ,Indiana,25,38.3914228,-86.9308719
1266,JASPER ,Iowa,17,52.8752336,-118.0824291
1267,JASPER ,Mississippi,32,52.8752336,-118.0824291
1268,JASPER ,Missouri,69,37.176515,-94.3103412
1269,JASPER ,South Carolina,63,38.3914228,-86.9308719
1270,JASPER ,Texas,34,30.9201995,-93.9965759
1271,JAY ,Indiana,17,40.5672684,-84.8485756
1272,JEFF DAVIS ,Georgia,18,31.774687,-82.6800732
1273,JEFF DAVIS ,Texas,3,30.7018281,-104.150169
1274,JEFFERSON ,Alabama,367,33.5228184,-86.9164513
1275,JEFFERSON ,Arkansas,56,33.3512362,-93.3687829
1276,JEFFERSON ,Colorado,171,39.5699803,-105.2561919
1277,JEFFERSON ,Florida,13,38.3753721,-81.7804057
1278,JEFFERSON ,Georgia,15,30.9666202,-81.7901087
1279,JEFFERSON ,Idaho,10,43.8010248,-112.3498022
1280,JEFFERSON ,Illinois,27,38.3010487,-88.9344303
1281,JEFFERSON ,Indiana,25,40.2794807,-86.5900034
1282,JEFFERSON ,Iowa,5,42.016055,-94.3741093
1283,JEFFERSON ,Kansas,16,39.2405893,-95.391413
1284,JEFFERSON ,Kentucky,395,38.209237,-85.7038502
1285,JEFFERSON ,Louisiana,126,29.9665206,-90.1529006
1286,JEFFERSON ,Mississippi,13,31.6632212,-90.9834361
1287,JEFFERSON ,Missouri,135,38.267166,-90.5721889
1288,JEFFERSON ,Montana,24,43.4088984,23.2203193
1289,JEFFERSON ,Nebraska,7,40.185543,-97.1786805
1290,JEFFERSON ,New York,36,42.4811884,-74.6104276
1291,JEFFERSON ,Ohio,16,41.7383614,-80.7694443
1292,JEFFERSON ,Oklahoma,6,36.7205853,-97.7906099
1293,JEFFERSON ,Oregon,25,44.7224335,-123.007389
1294,JEFFERSON ,Pennsylvania,22,39.9312942,-80.0572982
1295,JEFFERSON ,Tennessee,32,35.8945097,-85.7110932
1296,JEFFERSON ,Texas,171,32.7573626,-94.3451926
1297,JEFFERSON DAVIS ,Louisiana,32,30.2575503,-92.7886576
1298,JEFFERSON DAVIS ,Mississippi,26,31.5576951,-89.8386843
1299,JENKINS ,Georgia,11,39.6981743,-74.5265411
1300,JENNINGS ,Indiana,25,-28.9273975,151.931325
1301,JEROME ,Idaho,34,42.7238458,-114.518808
1302,JERSEY ,Illinois,17,41.018926,-89.9270538
1303,JESSAMINE ,Kentucky,26,37.8759116,-84.6213312
1304,JEWELL ,Kansas,5,39.671399,-98.153661
1305,JIM HOGG ,Texas,1,27.0065425,-98.7047316
1306,JIM WELLS ,Texas,28,27.8067733,-98.1084601
1307,JO DAVIESS ,Illinois,12,42.3506664,-90.1743742
1308,JOHNSON ,Arkansas,20,36.1328564,-94.1654821
1309,JOHNSON ,Georgia,7,34.1723231,-83.9707386
1310,JOHNSON ,Illinois,9,41.3125685,-88.6590552
1311,JOHNSON ,Indiana,36,38.277823,-87.745861
1312,JOHNSON ,Iowa,23,41.6683126,-91.57952674093114
1313,JOHNSON ,Kansas,90,38.8837933,-94.8389141
1314,JOHNSON ,Kentucky,14,37.398664,-86.201639
1315,JOHNSON ,Missouri,28,36.1856214,-90.1314845
1316,JOHNSON ,Nebraska,2,40.410907,-95.998199
1317,JOHNSON ,Tennessee,13,35.6722958,-84.5624337
1318,JOHNSON ,Texas,108,32.3766071,-97.3568623
1319,JOHNSTON ,North Carolina,128,35.610732350000006,-77.35971783458821
1320,JOHNSTON ,Oklahoma,15,51.755408,-4.9970891
1321,JONES ,Georgia,14,31.6338288,-81.4801073
1322,JONES ,Iowa,13,42.679971,-94.2080176
1323,JONES ,Mississippi,44,33.1195717,-90.1361967
1324,JONES ,North Carolina,11,35.2898918,-76.689095
1325,JONES ,South Dakota,5,43.9667174,-100.6853793
1326,JONES ,Texas,24,32.6084671,-95.6744064
1327,JOSEPHINE ,Oregon,70,37.6201154,-81.223711
1328,JUAB ,Utah,21,39.6949628,-112.8342117
1329,JUANA DÍAZ ,Puerto Rico,6,18.05246,-66.50656
1330,JUDITH BASIN ,Montana,5,43.4088984,23.2203193
1331,JUNCOS ,Puerto Rico,3,18.224997,-65.910186
1332,JUNEAU ,Alaska,6,58.3019496,-134.419734
1333,JUNIATA ,Pennsylvania,13,40.0084455,-75.1087862
1334,KALAMAZOO ,Michigan,103,42.291707,-85.5872286
1335,KALKASKA ,Michigan,12,44.734173,-85.175887
1336,KANABEC ,Minnesota,13,45.8986948,-93.2850016
1337,KANDIYOHI ,Minnesota,12,45.1321856,-94.9311166
1338,KANE ,Illinois,115,39.190047,-90.353727
1339,KANE ,Utah,17,37.2439691,-112.0048393
1340,KANKAKEE ,Illinois,63,41.1200325,-87.8611531
1341,KARNES ,Texas,16,28.8791858,-97.9062893
1342,KAUAI ,Hawaii,21,22.0557204,-159.4945109
1343,KAUFMAN ,Texas,111,32.5867797,-96.3086768
1344,KAY ,Oklahoma,29,48.0437535,12.7459638
1345,KEARNEY ,Nebraska,6,40.699478,-99.081858
1346,KEARNY ,Kansas,4,37.9960049,-101.3523356
1347,KEITH ,Nebraska,10,41.0905573,-100.5640286
1348,KEMPER ,Mississippi,15,32.590415,-88.5800411
1349,KENAI PENINSULA ,Alaska,27,60.0968272,-151.788033
1350,KENDALL ,Illinois,38,41.5853584,-88.4319488
1351,KENDALL ,Texas,30,29.943885,-98.7258845
1352,KENEDY ,Texas,9,28.8161952,-97.8487625
1353,KENNEBEC ,Maine,46,44.6684111,-67.46388
1354,KENT ,Delaware,97,39.1322791,-75.5242794
1355,KENT ,Maryland,21,38.9677417,-76.2417723
1356,KENT ,Michigan,224,43.0024013,-85.5502718
1357,KENT ,Rhode Island,41,41.8028784,-71.3636652
1358,KENT ,Texas,1,31.0693026,-104.2171394
1359,KENTON ,Kentucky,40,38.8683985,-84.4560507
1360,KEOKUK ,Iowa,5,40.3973423,-91.385202
1361,KERN ,California,628,35.3145701,-118.753822
1362,KERR ,Texas,38,30.045717,-99.3884839
1363,KERSHAW ,South Carolina,67,34.5517286,-80.5832479
1364,KETCHIKAN GATEWAY ,Alaska,2,55.489748,-131.011963
1365,KEWEENAW ,Michigan,1,47.3876058,-88.0742387
1366,KEYA PAHA ,Nebraska,1,42.8866032,-99.6995454
1367,KIDDER ,North Dakota,3,46.9636218,-99.7952675
1368,KIMBALL ,Nebraska,8,41.2371713,-103.6629577
1369,KIMBLE ,Texas,22,30.4744131,-99.8199792
1370,KING ,Texas,1,31.3796092,-97.9147484
1371,KINGFISHER ,Oklahoma,12,35.8575681,-97.9338168
1372,KINGMAN ,Kansas,5,37.6458491,-98.1136734
1373,KINGS ,California,71,36.0784807,-119.7956342
1374,KINGS ,New York,267,43.1509069,-73.8542895
1375,KINGSBURY ,South Dakota,2,44.3631469,-97.4882433
1376,KINNEY ,Texas,5,29.326416,-100.4165707
1377,KIOWA ,Colorado,3,39.341637,-104.43073953780528
1378,KIOWA ,Kansas,5,37.0172493,-98.4853539
1379,KIOWA ,Oklahoma,10,34.7206516,-95.8991586
1380,KIT CARSON ,Colorado,12,39.3080613,-102.62075
1381,KITTSON ,Minnesota,1,48.7709208,-96.8074141
1382,KLAMATH ,Oregon,65,42.6181909,-121.9339065
1383,KLEBERG ,Texas,13,32.6715211,-96.6158262
1384,KNOTT ,Kentucky,13,57.4979248,-6.3712999
1385,KNOX ,Illinois,20,40.920889,-90.2202325
1386,KNOX ,Indiana,20,41.2958751,-86.6250139
1387,KNOX ,Kentucky,23,39.8231006,-85.5419188
1388,KNOX ,Maine,14,44.5180521,-69.2021949
1389,KNOX ,Missouri,1,40.122723,-92.1573551
1390,KNOX ,Nebraska,3,40.8138996,-97.5897727
1391,KNOX ,Ohio,30,39.2661831,-82.2857055
1392,KNOX ,Tennessee,242,48.3402764,-99.690413
1393,KNOX ,Texas,6,33.5871385,-99.7073621
1394,KODIAK ISLAND ,Alaska,1,57.5433765,-153.3574124
1395,KOOCHICHING ,Minnesota,5,48.221596,-93.7684251
